head,relation,tail
C0002831,expression present,C0950121
C0002831,expression present,C0015773
C0002831,expression present,C0265233
C0002831,expression present,C0009714
C0002831,expression present,C1708350
C0002831,expression present,C0020072
C0002831,expression present,C0026705
C0002831,expression present,C1833213
C0002831,expression present,C0022541
C0002831,expression present,C0037231
C0002831,expression present,C0028860
C0002831,expression present,C0265345
C0002831,expression present,C0004779
C0002831,expression present,C0022577
C0002831,expression present,C0043346
C0002831,expression present,C3266843
C0002831,expression present,C0043388
C0002831,expression present,C0043395
C0002831,expression present,C0221348
C0002831,expression present,C1857663
C0002831,expression present,C0043459
C0002831,expression present,C0027059
C0002831,expression present,C0796160
C0002831,expression present,C4708600
C0002831,expression present,C0751882
C0002831,expression present,C2676770
C0002831,expression present,C4721555
C0002831,expression present,C5442005
C0002831,expression present,C0342907
C0002831,expression present,C0432487
C0002831,expression present,C4225396
C0002831,expression present,C2909036
C0002831,expression present,C0685838
C0002831,expression present,C2936741
C0003463,expression present,C2931422
C0003463,expression present,C0265492
C0003463,expression present,C0001627
C0003463,expression present,C1302995
C0003463,expression present,C0265292
C0003463,expression present,C0282207
C0003463,expression present,C0399378
C0003463,expression present,C0950121
C0003463,expression present,C0016667
C0003463,expression present,C0265233
C0003463,expression present,C0009714
C0003463,expression present,C1708350
C0003463,expression present,C0020072
C0003463,expression present,C0026705
C0003463,expression present,C1833213
C0003463,expression present,C0022541
C0003463,expression present,C0037231
C0003463,expression present,C0028860
C0003463,expression present,C0265345
C0003463,expression present,C0004779
C0003463,expression present,C0022577
C0003463,expression present,C0043346
C0003463,expression present,C3266843
C0003463,expression present,C0043388
C0003463,expression present,C0043395
C0003463,expression present,C0221348
C0003463,expression present,C0043459
C0003463,expression present,C0027059
C0003463,expression present,C0796160
C0003463,expression present,C4708600
C0003463,expression present,C0751882
C0003463,expression present,C5442005
C0003463,expression present,C0342907
C0003463,expression present,C0432487
C0003463,expression present,C4225396
C0003463,expression present,C2909036
C0003463,expression present,C0685838
C0003463,expression present,C2936741
C0007273,expression present,C0265492
C0007273,expression present,C0001627
C0007273,expression present,C0399378
C0007273,expression present,C0950121
C0007273,expression present,C0265233
C0007273,expression present,C0009714
C0007273,expression present,C1708350
C0007273,expression present,C0020072
C0007273,expression present,C0026705
C0007273,expression present,C1833213
C0007273,expression present,C0037231
C0007273,expression present,C0028860
C0007273,expression present,C0265345
C0007273,expression present,C0004779
C0007273,expression present,C0043346
C0007273,expression present,C3266843
C0007273,expression present,C0043388
C0007273,expression present,C0043395
C0007273,expression present,C0221348
C0007273,expression present,C1857663
C0007273,expression present,C0043459
C0007273,expression present,C0027059
C0007273,expression present,C0796160
C0007273,expression present,C4708600
C0007273,expression present,C0751882
C0007273,expression present,C2676770
C0007273,expression present,C5442005
C0007273,expression present,C0432487
C0007273,expression present,C4225396
C0007273,expression present,C2909036
C0007273,expression present,C2936741
C0553580,expression present,C0001627
C0010346,expression present,C0265492
C0010346,expression present,C0001627
C0010346,expression present,C1302995
C0010346,expression present,C0265292
C0010346,expression present,C0399378
C0010346,expression present,C0950121
C0010346,expression present,C0265233
C0010346,expression present,C0009714
C0010346,expression present,C1708350
C0010346,expression present,C0020072
C0010346,expression present,C0026705
C0010346,expression present,C1833213
C0010346,expression present,C0022541
C0010346,expression present,C0037231
C0010346,expression present,C0028860
C0010346,expression present,C0265345
C0010346,expression present,C0004779
C0010346,expression present,C0022577
C0010346,expression present,C0043346
C0010346,expression present,C3266843
C0010346,expression present,C0043388
C0010346,expression present,C0043395
C0010346,expression present,C0221348
C0010346,expression present,C1857663
C0010346,expression present,C0043459
C0010346,expression present,C0027059
C0010346,expression present,C0796160
C0010346,expression present,C4708600
C0010346,expression present,C0751882
C0010346,expression present,C2676770
C0010346,expression present,C4721555
C0010346,expression present,C5442005
C0010346,expression present,C0342907
C0010346,expression present,C0432487
C0010346,expression present,C4225396
C0010346,expression present,C2909036
C0010346,expression present,C0685838
C0010346,expression present,C2936741
C0042900,expression present,C2931422
C0042900,expression present,C0265492
C0042900,expression present,C0001627
C0042900,expression present,C1302995
C0042900,expression present,C0265292
C0042900,expression present,C0282207
C0042900,expression present,C0399378
C0042900,expression present,C0950121
C0042900,expression present,C0016667
C0042900,expression present,C0265233
C0042900,expression present,C0009714
C0042900,expression present,C1708350
C0042900,expression present,C0020072
C0042900,expression present,C0026705
C0042900,expression present,C1833213
C0042900,expression present,C0022541
C0042900,expression present,C0037231
C0042900,expression present,C0028860
C0042900,expression present,C0265345
C0042900,expression present,C0004779
C0042900,expression present,C0022577
C0042900,expression present,C0043346
C0042900,expression present,C3266843
C0042900,expression present,C0043388
C0042900,expression present,C0043395
C0042900,expression present,C0221348
C0042900,expression present,C1857663
C0042900,expression present,C0043459
C0042900,expression present,C0027059
C0042900,expression present,C0796160
C0042900,expression present,C4708600
C0042900,expression present,C0751882
C0042900,expression present,C2676770
C0042900,expression present,C4721555
C0042900,expression present,C5442005
C0042900,expression present,C0342907
C0042900,expression present,C0432487
C0042900,expression present,C4225396
C0042900,expression present,C2909036
C0042900,expression present,C2936741
C0343401,expression present,C2931422
C0343401,expression present,C0265492
C0343401,expression present,C0001627
C0343401,expression present,C1302995
C0343401,expression present,C0265292
C0343401,expression present,C0282207
C0343401,expression present,C0399378
C0343401,expression present,C0950121
C0343401,expression present,C0016667
C0343401,expression present,C0265233
C0343401,expression present,C0009714
C0343401,expression present,C1708350
C0343401,expression present,C0020072
C0343401,expression present,C0026705
C0343401,expression present,C1833213
C0343401,expression present,C0022541
C0343401,expression present,C0037231
C0343401,expression present,C0028860
C0343401,expression present,C0265345
C0343401,expression present,C0022577
C0343401,expression present,C0043346
C0343401,expression present,C3266843
C0343401,expression present,C0043388
C0343401,expression present,C0043395
C0343401,expression present,C0221348
C0343401,expression present,C1857663
C0343401,expression present,C0043459
C0343401,expression present,C0027059
C0343401,expression present,C0796160
C0343401,expression present,C4708600
C0343401,expression present,C0751882
C0343401,expression present,C2676770
C0343401,expression present,C4721555
C0343401,expression present,C5442005
C0343401,expression present,C0342907
C0343401,expression present,C0432487
C0343401,expression present,C4225396
C0343401,expression present,C2909036
C0343401,expression present,C0685838
C0343401,expression present,C2936741
C0041969,expression present,C2931422
C0041969,expression present,C0265492
C0041969,expression present,C0001627
C0041969,expression present,C1302995
C0041969,expression present,C0265292
C0041969,expression present,C0282207
C0041969,expression present,C0399378
C0041969,expression present,C0950121
C0041969,expression present,C0015773
C0041969,expression present,C0016667
C0041969,expression present,C0265233
C0041969,expression present,C0009714
C0041969,expression present,C1708350
C0041969,expression present,C0020072
C0041969,expression present,C0026705
C0041969,expression present,C1833213
C0041969,expression present,C0022541
C0041969,expression present,C0037231
C0041969,expression present,C0028860
C0041969,expression present,C0265345
C0041969,expression present,C0004779
C0041969,expression present,C0022577
C0041969,expression present,C0043346
C0041969,expression present,C3266843
C0041969,expression present,C0043388
C0041969,expression present,C0043395
C0041969,expression present,C0221348
C0041969,expression present,C1857663
C0041969,expression present,C0043459
C0041969,expression present,C0027059
C0041969,expression present,C0796160
C0041969,expression present,C4708600
C0041969,expression present,C0751882
C0041969,expression present,C2676770
C0041969,expression present,C4721555
C0041969,expression present,C5442005
C0041969,expression present,C0342907
C0041969,expression present,C0432487
C0041969,expression present,C4225396
C0041969,expression present,C2909036
C0041969,expression present,C0685838
C0041969,expression present,C2936741
C0206659,expression present,C0265292
C0206659,expression present,C0282207
C0206659,expression present,C0043346
C0206659,expression present,C3266843
C0206659,expression present,C0043388
C0206659,expression present,C0043395
C0206659,expression present,C0221348
C0206659,expression present,C0043459
C0206659,expression present,C0027059
C0206659,expression present,C0796160
C0206659,expression present,C4708600
C0206659,expression present,C5442005
C0206659,expression present,C0432487
C0206659,expression present,C4225396
C0206659,expression present,C2936741
C0000833,expression present,C2931422
C0000833,expression present,C0265492
C0000833,expression present,C0238062
C0000833,expression present,C0001627
C0000833,expression present,C1302995
C0000833,expression present,C0265292
C0000833,expression present,C0282207
C0000833,expression present,C0399378
C0000833,expression present,C0950121
C0000833,expression present,C0015773
C0000833,expression present,C0016667
C0000833,expression present,C0265233
C0000833,expression present,C0009714
C0000833,expression present,C1708350
C0000833,expression present,C0020072
C0000833,expression present,C0026705
C0000833,expression present,C1833213
C0000833,expression present,C0022541
C0000833,expression present,C0037231
C0000833,expression present,C0028860
C0000833,expression present,C0265345
C0000833,expression present,C0004779
C0000833,expression present,C0022577
C0000833,expression present,C0043346
C0000833,expression present,C3266843
C0000833,expression present,C0043388
C0000833,expression present,C0043395
C0000833,expression present,C0221348
C0000833,expression present,C1857663
C0000833,expression present,C0043459
C0000833,expression present,C0027059
C0000833,expression present,C0796160
C0000833,expression present,C4708600
C0000833,expression present,C0751882
C0000833,expression present,C2676770
C0000833,expression present,C4721555
C0000833,expression present,C5442005
C0000833,expression present,C0342907
C0000833,expression present,C0432487
C0000833,expression present,C4225396
C0000833,expression present,C2909036
C0000833,expression present,C0685838
C0000833,expression present,C2936741
C0149654,expression present,C2931422
C0149654,expression present,C0265492
C0149654,expression present,C0001627
C0149654,expression present,C1302995
C0149654,expression present,C0265292
C0149654,expression present,C0282207
C0149654,expression present,C0399378
C0149654,expression present,C0950121
C0149654,expression present,C0016667
C0149654,expression present,C0265233
C0149654,expression present,C0009714
C0149654,expression present,C1708350
C0149654,expression present,C0020072
C0149654,expression present,C0026705
C0149654,expression present,C1833213
C0149654,expression present,C0022541
C0149654,expression present,C0037231
C0149654,expression present,C0028860
C0149654,expression present,C0265345
C0149654,expression present,C0004779
C0149654,expression present,C0022577
C0149654,expression present,C0043346
C0149654,expression present,C3266843
C0149654,expression present,C0043388
C0149654,expression present,C0043395
C0149654,expression present,C0221348
C0149654,expression present,C1857663
C0149654,expression present,C0043459
C0149654,expression present,C0027059
C0149654,expression present,C0796160
C0149654,expression present,C4708600
C0149654,expression present,C0751882
C0149654,expression present,C2676770
C0149654,expression present,C4721555
C0149654,expression present,C5442005
C0149654,expression present,C0342907
C0149654,expression present,C0432487
C0149654,expression present,C4225396
C0149654,expression present,C2909036
C0149654,expression present,C0685838
C0149654,expression present,C2936741
C0010606,expression present,C2931422
C0010606,expression present,C0265492
C0010606,expression present,C0238062
C0010606,expression present,C0001627
C0010606,expression present,C1302995
C0010606,expression present,C0265292
C0010606,expression present,C0282207
C0010606,expression present,C0399378
C0010606,expression present,C0950121
C0010606,expression present,C0015773
C0010606,expression present,C0016667
C0010606,expression present,C0265233
C0010606,expression present,C0009714
C0010606,expression present,C1708350
C0010606,expression present,C0020072
C0010606,expression present,C0026705
C0010606,expression present,C1833213
C0010606,expression present,C0022541
C0010606,expression present,C0037231
C0010606,expression present,C0028860
C0010606,expression present,C0265345
C0010606,expression present,C0004779
C0010606,expression present,C0022577
C0010606,expression present,C0043346
C0010606,expression present,C3266843
C0010606,expression present,C0043388
C0010606,expression present,C0043395
C0010606,expression present,C0221348
C0010606,expression present,C1857663
C0010606,expression present,C0043459
C0010606,expression present,C0027059
C0010606,expression present,C0796160
C0010606,expression present,C4708600
C0010606,expression present,C0751882
C0010606,expression present,C2676770
C0010606,expression present,C4721555
C0010606,expression present,C5442005
C0010606,expression present,C0342907
C0010606,expression present,C0432487
C0010606,expression present,C4225396
C0010606,expression present,C2909036
C0010606,expression present,C0685838
C0010606,expression present,C2936741
C0008350,expression present,C2931422
C0008350,expression present,C0265492
C0008350,expression present,C0001627
C0008350,expression present,C1302995
C0008350,expression present,C0265292
C0008350,expression present,C0282207
C0008350,expression present,C0399378
C0008350,expression present,C0950121
C0008350,expression present,C0016667
C0008350,expression present,C0265233
C0008350,expression present,C0009714
C0008350,expression present,C1708350
C0008350,expression present,C0020072
C0008350,expression present,C0026705
C0008350,expression present,C1833213
C0008350,expression present,C0022541
C0008350,expression present,C0037231
C0008350,expression present,C0028860
C0008350,expression present,C0265345
C0008350,expression present,C0004779
C0008350,expression present,C0022577
C0008350,expression present,C0043346
C0008350,expression present,C3266843
C0008350,expression present,C0043388
C0008350,expression present,C0043395
C0008350,expression present,C0221348
C0008350,expression present,C1857663
C0008350,expression present,C0043459
C0008350,expression present,C0027059
C0008350,expression present,C0796160
C0008350,expression present,C4708600
C0008350,expression present,C0751882
C0008350,expression present,C2676770
C0008350,expression present,C5442005
C0008350,expression present,C0342907
C0008350,expression present,C0432487
C0008350,expression present,C4225396
C0008350,expression present,C2909036
C0008350,expression present,C0685838
C0008350,expression present,C2936741
C0751772,expression present,C0265492
C0751772,expression present,C0001627
C0751772,expression present,C0265292
C0751772,expression present,C0399378
C0751772,expression present,C0950121
C0751772,expression present,C0265233
C0751772,expression present,C0009714
C0751772,expression present,C0020072
C0751772,expression present,C0026705
C0751772,expression present,C1833213
C0751772,expression present,C0022541
C0751772,expression present,C0265345
C0751772,expression present,C0022577
C0751772,expression present,C0043346
C0751772,expression present,C3266843
C0751772,expression present,C0043388
C0751772,expression present,C0043395
C0751772,expression present,C0221348
C0751772,expression present,C1857663
C0751772,expression present,C0043459
C0751772,expression present,C0027059
C0751772,expression present,C0796160
C0751772,expression present,C4708600
C0751772,expression present,C0751882
C0751772,expression present,C2676770
C0751772,expression present,C5442005
C0751772,expression present,C0342907
C0751772,expression present,C4225396
C0751772,expression present,C2909036
C0751772,expression present,C0685838
C0751772,expression present,C2936741
C0016978,expression present,C0399378
C0016978,expression present,C0037231
C0016978,expression present,C0028860
C0016978,expression present,C0265345
C0016978,expression present,C0004779
C0016978,expression present,C0043346
C0016978,expression present,C4225396
C0151311,expression present,C2931422
C0151311,expression present,C0265492
C0151311,expression present,C0001627
C0151311,expression present,C0265292
C0151311,expression present,C0399378
C0151311,expression present,C0950121
C0151311,expression present,C0265233
C0151311,expression present,C0009714
C0151311,expression present,C1708350
C0151311,expression present,C0020072
C0151311,expression present,C0026705
C0151311,expression present,C1833213
C0151311,expression present,C0022541
C0151311,expression present,C0037231
C0151311,expression present,C0028860
C0151311,expression present,C0265345
C0151311,expression present,C0022577
C0151311,expression present,C0043346
C0151311,expression present,C3266843
C0151311,expression present,C0043388
C0151311,expression present,C0043395
C0151311,expression present,C0221348
C0151311,expression present,C1857663
C0151311,expression present,C0043459
C0151311,expression present,C0027059
C0151311,expression present,C0796160
C0151311,expression present,C4708600
C0151311,expression present,C0751882
C0151311,expression present,C2676770
C0151311,expression present,C5442005
C0151311,expression present,C0342907
C0151311,expression present,C0432487
C0151311,expression present,C4225396
C0151311,expression present,C2909036
C0151311,expression present,C0685838
C0151311,expression present,C2936741
C0684249,expression present,C0265492
C0684249,expression present,C0265292
C0684249,expression present,C0399378
C0684249,expression present,C0950121
C0684249,expression present,C0009714
C0684249,expression present,C1833213
C0684249,expression present,C0265345
C0862312,expression present,C0265492
C0862312,expression present,C0001627
C0862312,expression present,C1302995
C0862312,expression present,C0265292
C0862312,expression present,C0399378
C0862312,expression present,C0950121
C0862312,expression present,C0265233
C0862312,expression present,C0009714
C0862312,expression present,C1708350
C0862312,expression present,C0026705
C0862312,expression present,C1833213
C0862312,expression present,C0022541
C0862312,expression present,C0037231
C0862312,expression present,C0028860
C0862312,expression present,C0265345
C0862312,expression present,C0022577
C0862312,expression present,C0043346
C0862312,expression present,C3266843
C0862312,expression present,C0043395
C0862312,expression present,C0796160
C0862312,expression present,C4708600
C0862312,expression present,C0751882
C0862312,expression present,C2676770
C0862312,expression present,C5442005
C0862312,expression present,C0342907
C0862312,expression present,C0432487
C0862312,expression present,C4225396
C0862312,expression present,C0685838
C0862312,expression present,C2936741
C1112570,expression present,C2931422
C1112570,expression present,C0265492
C1112570,expression present,C0001627
C1112570,expression present,C1302995
C1112570,expression present,C0265292
C1112570,expression present,C0282207
C1112570,expression present,C0399378
C1112570,expression present,C0950121
C1112570,expression present,C0016667
C1112570,expression present,C0265233
C1112570,expression present,C0009714
C1112570,expression present,C1708350
C1112570,expression present,C0020072
C1112570,expression present,C0026705
C1112570,expression present,C1833213
C1112570,expression present,C0022541
C1112570,expression present,C0037231
C1112570,expression present,C0028860
C1112570,expression present,C0265345
C1112570,expression present,C0004779
C1112570,expression present,C0022577
C1112570,expression present,C0043346
C1112570,expression present,C3266843
C1112570,expression present,C0043388
C1112570,expression present,C0043395
C1112570,expression present,C0221348
C1112570,expression present,C0043459
C1112570,expression present,C0027059
C1112570,expression present,C0796160
C1112570,expression present,C4708600
C1112570,expression present,C0751882
C1112570,expression present,C2676770
C1112570,expression present,C5442005
C1112570,expression present,C0342907
C1112570,expression present,C0432487
C1112570,expression present,C4225396
C1112570,expression present,C2909036
C1112570,expression present,C0685838
C1112570,expression present,C2936741
C1510489,expression present,C2931422
C1510489,expression present,C0265492
C1510489,expression present,C0001627
C1510489,expression present,C1302995
C1510489,expression present,C0265292
C1510489,expression present,C0399378
C1510489,expression present,C0950121
C1510489,expression present,C0016667
C1510489,expression present,C0265233
C1510489,expression present,C0009714
C1510489,expression present,C1708350
C1510489,expression present,C0026705
C1510489,expression present,C1833213
C1510489,expression present,C0037231
C1510489,expression present,C0028860
C1510489,expression present,C0265345
C1510489,expression present,C0004779
C1510489,expression present,C0022577
C1510489,expression present,C0043346
C1510489,expression present,C3266843
C1510489,expression present,C0221348
C1510489,expression present,C0796160
C1510489,expression present,C4708600
C1510489,expression present,C0751882
C1510489,expression present,C0432487
C1510489,expression present,C4225396
C1510489,expression present,C2909036
C1510489,expression present,C0685838
C1510489,expression present,C2936741
C0003493,expression present,C2931422
C0003493,expression present,C0265492
C0003493,expression present,C0001627
C0003493,expression present,C0265292
C0003493,expression present,C0282207
C0003493,expression present,C0399378
C0003493,expression present,C0950121
C0003493,expression present,C0016667
C0003493,expression present,C0265233
C0003493,expression present,C0009714
C0003493,expression present,C1708350
C0003493,expression present,C0020072
C0003493,expression present,C0026705
C0003493,expression present,C1833213
C0003493,expression present,C0022541
C0003493,expression present,C0037231
C0003493,expression present,C0028860
C0003493,expression present,C0265345
C0003493,expression present,C0004779
C0003493,expression present,C0022577
C0003493,expression present,C0043346
C0003493,expression present,C3266843
C0003493,expression present,C0043388
C0003493,expression present,C0043395
C0003493,expression present,C0221348
C0003493,expression present,C1857663
C0003493,expression present,C0043459
C0003493,expression present,C0027059
C0003493,expression present,C0796160
C0003493,expression present,C4708600
C0003493,expression present,C0751882
C0003493,expression present,C4721555
C0003493,expression present,C5442005
C0003493,expression present,C0342907
C0003493,expression present,C0432487
C0003493,expression present,C4225396
C0003493,expression present,C2909036
C0003493,expression present,C0685838
C0003493,expression present,C2936741
C0854196,expression present,C2931422
C0854196,expression present,C0265492
C0854196,expression present,C0001627
C0854196,expression present,C1302995
C0854196,expression present,C0265292
C0854196,expression present,C0282207
C0854196,expression present,C0399378
C0854196,expression present,C0950121
C0854196,expression present,C0016667
C0854196,expression present,C0265233
C0854196,expression present,C0009714
C0854196,expression present,C1708350
C0854196,expression present,C0020072
C0854196,expression present,C0026705
C0854196,expression present,C1833213
C0854196,expression present,C0022541
C0854196,expression present,C0037231
C0854196,expression present,C0028860
C0854196,expression present,C0265345
C0854196,expression present,C0004779
C0854196,expression present,C0022577
C0854196,expression present,C0043346
C0854196,expression present,C3266843
C0854196,expression present,C0043388
C0854196,expression present,C0043395
C0854196,expression present,C0221348
C0854196,expression present,C1857663
C0854196,expression present,C0043459
C0854196,expression present,C0027059
C0854196,expression present,C0796160
C0854196,expression present,C4708600
C0854196,expression present,C0751882
C0854196,expression present,C2676770
C0854196,expression present,C5442005
C0854196,expression present,C0342907
C0854196,expression present,C0432487
C0854196,expression present,C4225396
C0854196,expression present,C2909036
C0854196,expression present,C0685838
C0854196,expression present,C2936741
C0221290,expression present,C0265492
C0221290,expression present,C0001627
C0221290,expression present,C0399378
C0221290,expression present,C0950121
C0221290,expression present,C0016667
C0221290,expression present,C0009714
C0221290,expression present,C0026705
C0221290,expression present,C0265345
C0221290,expression present,C0043346
C0221290,expression present,C0796160
C0152268,expression present,C2931422
C0152268,expression present,C0265492
C0152268,expression present,C0001627
C0152268,expression present,C1302995
C0152268,expression present,C0265292
C0152268,expression present,C0399378
C0152268,expression present,C0950121
C0152268,expression present,C0015773
C0152268,expression present,C0265233
C0152268,expression present,C0009714
C0152268,expression present,C1708350
C0152268,expression present,C0020072
C0152268,expression present,C0026705
C0152268,expression present,C1833213
C0152268,expression present,C0022541
C0152268,expression present,C0037231
C0152268,expression present,C0028860
C0152268,expression present,C0265345
C0152268,expression present,C0004779
C0152268,expression present,C0022577
C0152268,expression present,C0043346
C0152268,expression present,C3266843
C0152268,expression present,C0043388
C0152268,expression present,C0043395
C0152268,expression present,C0221348
C0152268,expression present,C1857663
C0152268,expression present,C0043459
C0152268,expression present,C0027059
C0152268,expression present,C0796160
C0152268,expression present,C4708600
C0152268,expression present,C0751882
C0152268,expression present,C2676770
C0152268,expression present,C4721555
C0152268,expression present,C5442005
C0152268,expression present,C0342907
C0152268,expression present,C0432487
C0152268,expression present,C4225396
C0152268,expression present,C2909036
C0152268,expression present,C0685838
C0152268,expression present,C2936741
C0334488,expression present,C0265233
C0334488,expression present,C0009714
C0334488,expression present,C1708350
C0334488,expression present,C1833213
C0334488,expression present,C0751882
C0019112,expression present,C2931422
C0019112,expression present,C0265492
C0019112,expression present,C0001627
C0019112,expression present,C1302995
C0019112,expression present,C0265292
C0019112,expression present,C0282207
C0019112,expression present,C0399378
C0019112,expression present,C0950121
C0019112,expression present,C0015773
C0019112,expression present,C0016667
C0019112,expression present,C0265233
C0019112,expression present,C0009714
C0019112,expression present,C1708350
C0019112,expression present,C0020072
C0019112,expression present,C0026705
C0019112,expression present,C1833213
C0019112,expression present,C0022541
C0019112,expression present,C0037231
C0019112,expression present,C0028860
C0019112,expression present,C0265345
C0019112,expression present,C0004779
C0019112,expression present,C0022577
C0019112,expression present,C0043346
C0019112,expression present,C3266843
C0019112,expression present,C0043388
C0019112,expression present,C0043395
C0019112,expression present,C0221348
C0019112,expression present,C1857663
C0019112,expression present,C0043459
C0019112,expression present,C0027059
C0019112,expression present,C0796160
C0019112,expression present,C4708600
C0019112,expression present,C0751882
C0019112,expression present,C2676770
C0019112,expression present,C4721555
C0019112,expression present,C5442005
C0019112,expression present,C0342907
C0019112,expression present,C0432487
C0019112,expression present,C4225396
C0019112,expression present,C2909036
C0019112,expression present,C0685838
C0019112,expression present,C2936741
C1862941,expression present,C0950121
C1862941,expression present,C0009714
C1862941,expression present,C0026705
C1862941,expression present,C1833213
C1862941,expression present,C0265345
C0282550,expression present,C2931422
C0282550,expression present,C0265492
C0282550,expression present,C0238062
C0282550,expression present,C0001627
C0282550,expression present,C1302995
C0282550,expression present,C0265292
C0282550,expression present,C0282207
C0282550,expression present,C0399378
C0282550,expression present,C0950121
C0282550,expression present,C0016667
C0282550,expression present,C0265233
C0282550,expression present,C0009714
C0282550,expression present,C1708350
C0282550,expression present,C0020072
C0282550,expression present,C0026705
C0282550,expression present,C1833213
C0282550,expression present,C0022541
C0282550,expression present,C0037231
C0282550,expression present,C0028860
C0282550,expression present,C0265345
C0282550,expression present,C0004779
C0282550,expression present,C0022577
C0282550,expression present,C0043346
C0282550,expression present,C3266843
C0282550,expression present,C0043388
C0282550,expression present,C0043395
C0282550,expression present,C0221348
C0282550,expression present,C1857663
C0282550,expression present,C0043459
C0282550,expression present,C0027059
C0282550,expression present,C0796160
C0282550,expression present,C4708600
C0282550,expression present,C0751882
C0282550,expression present,C2676770
C0282550,expression present,C4721555
C0282550,expression present,C5442005
C0282550,expression present,C0342907
C0282550,expression present,C0432487
C0282550,expression present,C4225396
C0282550,expression present,C2909036
C0282550,expression present,C0685838
C0282550,expression present,C2936741
C0041471,expression present,C2931422
C0041471,expression present,C0265492
C0041471,expression present,C0238062
C0041471,expression present,C0001627
C0041471,expression present,C1302995
C0041471,expression present,C0265292
C0041471,expression present,C0399378
C0041471,expression present,C0950121
C0041471,expression present,C0265233
C0041471,expression present,C0009714
C0041471,expression present,C0020072
C0041471,expression present,C0026705
C0041471,expression present,C1833213
C0041471,expression present,C0022541
C0041471,expression present,C0037231
C0041471,expression present,C0028860
C0041471,expression present,C0265345
C0041471,expression present,C0004779
C0041471,expression present,C0022577
C0041471,expression present,C0043346
C0041471,expression present,C3266843
C0041471,expression present,C0043388
C0041471,expression present,C0043395
C0041471,expression present,C0221348
C0041471,expression present,C1857663
C0041471,expression present,C0043459
C0041471,expression present,C0027059
C0041471,expression present,C0796160
C0041471,expression present,C4708600
C0041471,expression present,C5442005
C0041471,expression present,C0342907
C0041471,expression present,C0432487
C0041471,expression present,C4225396
C0041471,expression present,C2909036
C0041471,expression present,C2936741
C0162871,expression present,C2931422
C0162871,expression present,C0265492
C0162871,expression present,C0001627
C0162871,expression present,C1302995
C0162871,expression present,C0265292
C0162871,expression present,C0399378
C0162871,expression present,C0950121
C0162871,expression present,C0016667
C0162871,expression present,C0265233
C0162871,expression present,C0009714
C0162871,expression present,C0020072
C0162871,expression present,C0026705
C0162871,expression present,C1833213
C0162871,expression present,C0022541
C0162871,expression present,C0037231
C0162871,expression present,C0028860
C0162871,expression present,C0265345
C0162871,expression present,C0004779
C0162871,expression present,C0022577
C0162871,expression present,C0043346
C0162871,expression present,C3266843
C0162871,expression present,C0043388
C0162871,expression present,C0043395
C0162871,expression present,C0221348
C0162871,expression present,C1857663
C0162871,expression present,C0043459
C0162871,expression present,C0027059
C0162871,expression present,C0796160
C0162871,expression present,C4708600
C0162871,expression present,C0751882
C0162871,expression present,C5442005
C0162871,expression present,C0342907
C0162871,expression present,C0432487
C0162871,expression present,C4225396
C0162871,expression present,C2909036
C0162871,expression present,C0685838
C0162871,expression present,C2936741
C1852752,expression present,C0950121
C1301363,expression present,C2931422
C1301363,expression present,C0265492
C1301363,expression present,C0001627
C1301363,expression present,C1302995
C1301363,expression present,C0265292
C1301363,expression present,C0399378
C1301363,expression present,C0950121
C1301363,expression present,C0265233
C1301363,expression present,C0009714
C1301363,expression present,C1708350
C1301363,expression present,C0020072
C1301363,expression present,C0026705
C1301363,expression present,C1833213
C1301363,expression present,C0022541
C1301363,expression present,C0037231
C1301363,expression present,C0028860
C1301363,expression present,C0265345
C1301363,expression present,C0004779
C1301363,expression present,C0238402
C1301363,expression present,C0022577
C1301363,expression present,C0043346
C1301363,expression present,C3266843
C1301363,expression present,C0043388
C1301363,expression present,C0043395
C1301363,expression present,C0221348
C1301363,expression present,C1857663
C1301363,expression present,C0043459
C1301363,expression present,C0027059
C1301363,expression present,C0796160
C1301363,expression present,C4708600
C1301363,expression present,C0751882
C1301363,expression present,C2676770
C1301363,expression present,C4721555
C1301363,expression present,C5442005
C1301363,expression present,C0342907
C1301363,expression present,C0432487
C1301363,expression present,C4225396
C1301363,expression present,C2909036
C1301363,expression present,C0685838
C1301363,expression present,C2936741
C0236642,expression present,C2931422
C0236642,expression present,C0265492
C0236642,expression present,C0001627
C0236642,expression present,C1302995
C0236642,expression present,C0265292
C0236642,expression present,C0399378
C0236642,expression present,C0950121
C0236642,expression present,C0016667
C0236642,expression present,C0265233
C0236642,expression present,C0009714
C0236642,expression present,C1708350
C0236642,expression present,C0020072
C0236642,expression present,C0026705
C0236642,expression present,C1833213
C0236642,expression present,C0022541
C0236642,expression present,C0037231
C0236642,expression present,C0028860
C0236642,expression present,C0265345
C0236642,expression present,C0004779
C0236642,expression present,C0022577
C0236642,expression present,C0043346
C0236642,expression present,C3266843
C0236642,expression present,C0043388
C0236642,expression present,C0043395
C0236642,expression present,C0221348
C0236642,expression present,C1857663
C0236642,expression present,C0043459
C0236642,expression present,C0027059
C0236642,expression present,C0796160
C0236642,expression present,C4708600
C0236642,expression present,C0751882
C0236642,expression present,C2676770
C0236642,expression present,C5442005
C0236642,expression present,C0342907
C0236642,expression present,C0432487
C0236642,expression present,C4225396
C0236642,expression present,C2909036
C0236642,expression present,C2936741
C1335299,expression present,C2931422
