head,relation,tail
C0038994,expression present,C1302995
C0038994,expression present,C0265292
C0038994,expression present,C0399378
C0038994,expression present,C0950121
C0038994,expression present,C0265233
C0038994,expression present,C0009714
C0038994,expression present,C0026705
C0038994,expression present,C1833213
C0038994,expression present,C0022541
C0038994,expression present,C0265345
C0038994,expression present,C0022577
C0038994,expression present,C0043346
C0038994,expression present,C3266843
C0038994,expression present,C0043395
C0038994,expression present,C0221348
C0038994,expression present,C0796160
C0038994,expression present,C5442005
C0038994,expression present,C0342907
C0038994,expression present,C0432487
C0038994,expression present,C4225396
C0038994,expression present,C2936741
C0017168,expression present,C0001627
C0017168,expression present,C0265292
C0017168,expression present,C0399378
C0017168,expression present,C0950121
C0017168,expression present,C0009714
C0017168,expression present,C1708350
C0017168,expression present,C1833213
C0017168,expression present,C0037231
C0017168,expression present,C0028860
C0017168,expression present,C0004779
C0017168,expression present,C4708600
C0017168,expression present,C0751882
C0017168,expression present,C0342907
C0017168,expression present,C0685838
C0041325,expression present,C2931422
C0041325,expression present,C0265492
C0041325,expression present,C0001627
C0041325,expression present,C1302995
C0041325,expression present,C0265292
C0041325,expression present,C0282207
C0041325,expression present,C0399378
C0041325,expression present,C0950121
C0041325,expression present,C0015773
C0041325,expression present,C0016667
C0041325,expression present,C0265233
C0041325,expression present,C0009714
C0041325,expression present,C1708350
C0041325,expression present,C0020072
C0041325,expression present,C0026705
C0041325,expression present,C1833213
C0041325,expression present,C0022541
C0041325,expression present,C0037231
C0041325,expression present,C0028860
C0041325,expression present,C0265345
C0041325,expression present,C0004779
C0041325,expression present,C0022577
C0041325,expression present,C0043346
C0041325,expression present,C3266843
C0041325,expression present,C0043388
C0041325,expression present,C0043395
C0041325,expression present,C0221348
C0041325,expression present,C1857663
C0041325,expression present,C0043459
C0041325,expression present,C0027059
C0041325,expression present,C0796160
C0041325,expression present,C4708600
C0041325,expression present,C0751882
C0041325,expression present,C2676770
C0041325,expression present,C4721555
C0041325,expression present,C5442005
C0041325,expression present,C0342907
C0041325,expression present,C0432487
C0041325,expression present,C4225396
C0041325,expression present,C2909036
C0041325,expression present,C0685838
C0041325,expression present,C2936741
C0206669,expression present,C2931422
C0206669,expression present,C0265492
C0206669,expression present,C0001627
C0206669,expression present,C0265292
C0206669,expression present,C0282207
C0206669,expression present,C0399378
C0206669,expression present,C0950121
C0206669,expression present,C0016667
C0206669,expression present,C0265233
C0206669,expression present,C0009714
C0206669,expression present,C1708350
C0206669,expression present,C0026705
C0206669,expression present,C1833213
C0206669,expression present,C0022541
C0206669,expression present,C0037231
C0206669,expression present,C0028860
C0206669,expression present,C0265345
C0206669,expression present,C0004779
C0206669,expression present,C0022577
C0206669,expression present,C0043346
C0206669,expression present,C3266843
C0206669,expression present,C0043388
C0206669,expression present,C0043395
C0206669,expression present,C0221348
C0206669,expression present,C1857663
C0206669,expression present,C0043459
C0206669,expression present,C0027059
C0206669,expression present,C4708600
C0206669,expression present,C0751882
C0206669,expression present,C5442005
C0206669,expression present,C0342907
C0206669,expression present,C0432487
C0206669,expression present,C4225396
C0206669,expression present,C2909036
C0206669,expression present,C0685838
C0206669,expression present,C2936741
C0036220,expression present,C2931422
C0036220,expression present,C0265492
C0036220,expression present,C0238062
C0036220,expression present,C0001627
C0036220,expression present,C1302995
C0036220,expression present,C0265292
C0036220,expression present,C0282207
C0036220,expression present,C0399378
C0036220,expression present,C0950121
C0036220,expression present,C0015773
C0036220,expression present,C0016667
C0036220,expression present,C0265233
C0036220,expression present,C0009714
C0036220,expression present,C0020072
C0036220,expression present,C0026705
C0036220,expression present,C1833213
C0036220,expression present,C0022541
C0036220,expression present,C0037231
C0036220,expression present,C0028860
C0036220,expression present,C0265345
C0036220,expression present,C0004779
C0036220,expression present,C0022577
C0036220,expression present,C0043346
C0036220,expression present,C3266843
C0036220,expression present,C0043388
C0036220,expression present,C0043395
C0036220,expression present,C0221348
C0036220,expression present,C1857663
C0036220,expression present,C0043459
C0036220,expression present,C0027059
C0036220,expression present,C0796160
C0036220,expression present,C4708600
C0036220,expression present,C0751882
C0036220,expression present,C2676770
C0036220,expression present,C5442005
C0036220,expression present,C0342907
C0036220,expression present,C0432487
C0036220,expression present,C4225396
C0036220,expression present,C2909036
C0036220,expression present,C0685838
C0036220,expression present,C2936741
C0149772,expression present,C1302995
C0149772,expression present,C0265292
C0149772,expression present,C0399378
C0149772,expression present,C0020072
C0149772,expression present,C0026705
C0149772,expression present,C0022541
C0149772,expression present,C0022577
C0149772,expression present,C0043346
C0149772,expression present,C3266843
C0149772,expression present,C0342907
C0149772,expression present,C0432487
C0149772,expression present,C0685838
C0023055,expression present,C2931422
C0023055,expression present,C0265292
C0023055,expression present,C0282207
C0023055,expression present,C0950121
C0023055,expression present,C0009714
C0023055,expression present,C0026705
C0023055,expression present,C1833213
C0023055,expression present,C0043346
C0023055,expression present,C1857663
C0023055,expression present,C0751882
C0023055,expression present,C0342907
C0023055,expression present,C0432487
C0598798,expression present,C2931422
C0598798,expression present,C0265492
C0598798,expression present,C0238062
C0598798,expression present,C0001627
C0598798,expression present,C1302995
C0598798,expression present,C0265292
C0598798,expression present,C0282207
C0598798,expression present,C0399378
C0598798,expression present,C0950121
C0598798,expression present,C0015773
C0598798,expression present,C0016667
C0598798,expression present,C0265233
C0598798,expression present,C0009714
C0598798,expression present,C1708350
C0598798,expression present,C0020072
C0598798,expression present,C0026705
C0598798,expression present,C1833213
C0598798,expression present,C0022541
C0598798,expression present,C0037231
C0598798,expression present,C0028860
C0598798,expression present,C0265345
C0598798,expression present,C0004779
C0598798,expression present,C0022577
C0598798,expression present,C0043346
C0598798,expression present,C3266843
C0598798,expression present,C0043388
C0598798,expression present,C0043395
C0598798,expression present,C0221348
C0598798,expression present,C0043459
C0598798,expression present,C0027059
C0598798,expression present,C0796160
C0598798,expression present,C4708600
C0598798,expression present,C0751882
C0598798,expression present,C2676770
C0598798,expression present,C4721555
C0598798,expression present,C5442005
C0598798,expression present,C0342907
C0598798,expression present,C0432487
C0598798,expression present,C4225396
C0598798,expression present,C2909036
C0598798,expression present,C0685838
C0598798,expression present,C2936741
C0040262,expression present,C0265492
C0040262,expression present,C0001627
C0040262,expression present,C0265292
C0040262,expression present,C0282207
C0040262,expression present,C0399378
C0040262,expression present,C0950121
C0040262,expression present,C0016667
C0040262,expression present,C0265233
C0040262,expression present,C0009714
C0040262,expression present,C0026705
C0040262,expression present,C1833213
C0040262,expression present,C0022541
C0040262,expression present,C0265345
C0040262,expression present,C0043346
C0040262,expression present,C3266843
C0040262,expression present,C0043388
C0040262,expression present,C0043395
C0040262,expression present,C0221348
C0040262,expression present,C1857663
C0040262,expression present,C0043459
C0040262,expression present,C0027059
C0040262,expression present,C4708600
C0040262,expression present,C0751882
C0040262,expression present,C2676770
C0040262,expression present,C5442005
C0040262,expression present,C0342907
C0040262,expression present,C0432487
C0040262,expression present,C4225396
C0040262,expression present,C2909036
C0040262,expression present,C0685838
C0040262,expression present,C2936741
C0376620,expression present,C0265492
C0376620,expression present,C0001627
C0376620,expression present,C0265292
C0376620,expression present,C0399378
C0376620,expression present,C0950121
C0376620,expression present,C0009714
C0376620,expression present,C0026705
C0376620,expression present,C1833213
C0376620,expression present,C0022541
C0376620,expression present,C0265345
C0376620,expression present,C0043346
C0376620,expression present,C3266843
C0042580,expression present,C2931422
C0042580,expression present,C0265492
C0042580,expression present,C0238062
C0042580,expression present,C0001627
C0042580,expression present,C1302995
C0042580,expression present,C0265292
C0042580,expression present,C0282207
C0042580,expression present,C0399378
C0042580,expression present,C0950121
C0042580,expression present,C0015773
C0042580,expression present,C0016667
C0042580,expression present,C0265233
C0042580,expression present,C0009714
C0042580,expression present,C1708350
C0042580,expression present,C0020072
C0042580,expression present,C0026705
C0042580,expression present,C1833213
C0042580,expression present,C0022541
C0042580,expression present,C0037231
C0042580,expression present,C0028860
C0042580,expression present,C0265345
C0042580,expression present,C0004779
C0042580,expression present,C0022577
C0042580,expression present,C0043346
C0042580,expression present,C3266843
C0042580,expression present,C0043388
C0042580,expression present,C0043395
C0042580,expression present,C0221348
C0042580,expression present,C1857663
C0042580,expression present,C0043459
C0042580,expression present,C0027059
C0042580,expression present,C0796160
C0042580,expression present,C4708600
C0042580,expression present,C0751882
C0042580,expression present,C2676770
C0042580,expression present,C4721555
C0042580,expression present,C5442005
C0042580,expression present,C0342907
C0042580,expression present,C0432487
C0042580,expression present,C4225396
C0042580,expression present,C2909036
C0042580,expression present,C0685838
C0042580,expression present,C2936741
C0029882,expression present,C0043346
C0029882,expression present,C3266843
C0029882,expression present,C0751882
C0029882,expression present,C0432487
C1269683,expression present,C0265492
C1269683,expression present,C0282207
C1269683,expression present,C0043346
C1269683,expression present,C3266843
C1269683,expression present,C0043388
C1269683,expression present,C0043395
C1269683,expression present,C0221348
C1269683,expression present,C1857663
C1269683,expression present,C0043459
C1269683,expression present,C0027059
C1269683,expression present,C0796160
C1269683,expression present,C0751882
C1269683,expression present,C2676770
C1269683,expression present,C5442005
C1269683,expression present,C0432487
C1269683,expression present,C4225396
C1269683,expression present,C2909036
C1269683,expression present,C2936741
C0238117,expression present,C2931422
C0238117,expression present,C0265492
C0238117,expression present,C2930908
C0238117,expression present,C0001627
C0238117,expression present,C1302995
C0238117,expression present,C0265292
C0238117,expression present,C0282207
C0238117,expression present,C0399378
C0238117,expression present,C0950121
C0238117,expression present,C0016667
C0238117,expression present,C0265233
C0238117,expression present,C0009714
C0238117,expression present,C1708350
C0238117,expression present,C0020072
C0238117,expression present,C0026705
C0238117,expression present,C1833213
C0238117,expression present,C0022541
C0238117,expression present,C0037231
C0238117,expression present,C0028860
C0238117,expression present,C0265345
C0238117,expression present,C0004779
C0238117,expression present,C0022577
C0238117,expression present,C0043346
C0238117,expression present,C3266843
C0238117,expression present,C0043388
C0238117,expression present,C0043395
C0238117,expression present,C0221348
C0238117,expression present,C1857663
C0238117,expression present,C0043459
C0238117,expression present,C0027059
C0238117,expression present,C0796160
C0238117,expression present,C4708600
C0238117,expression present,C0751882
C0238117,expression present,C2676770
C0238117,expression present,C4721555
C0238117,expression present,C5442005
C0238117,expression present,C0342907
C0238117,expression present,C0432487
C0238117,expression present,C4225396
C0238117,expression present,C2909036
C0238117,expression present,C0685838
C0238117,expression present,C2936741
C0525045,expression present,C2931422
C0525045,expression present,C0265492
C0525045,expression present,C0001627
C0525045,expression present,C1302995
C0525045,expression present,C0265292
C0525045,expression present,C0399378
C0525045,expression present,C0950121
C0525045,expression present,C0015773
C0525045,expression present,C0016667
C0525045,expression present,C0265233
C0525045,expression present,C0009714
C0525045,expression present,C1708350
C0525045,expression present,C0020072
C0525045,expression present,C0026705
C0525045,expression present,C1833213
C0525045,expression present,C0037231
C0525045,expression present,C0028860
C0525045,expression present,C0265345
C0525045,expression present,C0004779
C0525045,expression present,C0022577
C0525045,expression present,C0043346
C0525045,expression present,C3266843
C0525045,expression present,C0043388
C0525045,expression present,C0043395
C0525045,expression present,C0221348
C0525045,expression present,C1857663
C0525045,expression present,C0043459
C0525045,expression present,C0027059
C0525045,expression present,C0796160
C0525045,expression present,C4708600
C0525045,expression present,C0751882
C0525045,expression present,C2676770
C0525045,expression present,C5442005
C0525045,expression present,C0342907
C0525045,expression present,C0432487
C0525045,expression present,C4225396
C0525045,expression present,C2909036
C0525045,expression present,C0685838
C0525045,expression present,C2936741
C0003504,expression present,C0265492
C0003504,expression present,C0001627
C0003504,expression present,C0265292
C0003504,expression present,C0399378
C0003504,expression present,C0950121
C0003504,expression present,C0009714
C0003504,expression present,C0026705
C0003504,expression present,C1833213
C0003504,expression present,C0022541
C0003504,expression present,C0265345
C0003504,expression present,C0043346
C0003504,expression present,C3266843
C0003504,expression present,C0796160
C0003504,expression present,C0342907
C0003504,expression present,C0432487
C0031099,expression present,C2931422
C0031099,expression present,C0265492
C0031099,expression present,C0001627
C0031099,expression present,C1302995
C0031099,expression present,C0265292
C0031099,expression present,C0282207
C0031099,expression present,C0399378
C0031099,expression present,C0950121
C0031099,expression present,C0015773
C0031099,expression present,C0016667
C0031099,expression present,C0265233
C0031099,expression present,C0009714
C0031099,expression present,C0020072
C0031099,expression present,C0026705
C0031099,expression present,C1833213
C0031099,expression present,C0022541
C0031099,expression present,C0037231
C0031099,expression present,C0265345
C0031099,expression present,C0004779
C0031099,expression present,C0022577
C0031099,expression present,C0043346
C0031099,expression present,C3266843
C0031099,expression present,C0043388
C0031099,expression present,C0043395
C0031099,expression present,C0221348
C0031099,expression present,C1857663
C0031099,expression present,C0043459
C0031099,expression present,C0027059
C0031099,expression present,C4708600
C0031099,expression present,C0751882
C0031099,expression present,C2676770
C0031099,expression present,C5442005
C0031099,expression present,C0342907
C0031099,expression present,C0432487
C0031099,expression present,C4225396
C0031099,expression present,C2909036
C0031099,expression present,C0685838
C0031099,expression present,C2936741
C0265090,expression present,C2931422
C0265090,expression present,C0265492
C0265090,expression present,C0001627
C0265090,expression present,C1302995
C0265090,expression present,C0265292
C0265090,expression present,C0282207
C0265090,expression present,C0399378
C0265090,expression present,C0950121
C0265090,expression present,C0016667
C0265090,expression present,C0265233
C0265090,expression present,C0009714
C0265090,expression present,C1708350
C0265090,expression present,C0020072
C0265090,expression present,C0026705
C0265090,expression present,C1833213
C0265090,expression present,C0022541
C0265090,expression present,C0037231
C0265090,expression present,C0028860
C0265090,expression present,C0265345
C0265090,expression present,C0004779
C0265090,expression present,C0022577
C0265090,expression present,C0043346
C0265090,expression present,C3266843
C0265090,expression present,C0043388
C0265090,expression present,C0043395
C0265090,expression present,C0221348
C0265090,expression present,C1857663
C0265090,expression present,C0043459
C0265090,expression present,C0027059
C0265090,expression present,C0796160
C0265090,expression present,C4708600
C0265090,expression present,C0751882
C0265090,expression present,C2676770
C0265090,expression present,C4721555
C0265090,expression present,C5442005
C0265090,expression present,C0342907
C0265090,expression present,C0432487
C0265090,expression present,C4225396
C0265090,expression present,C2909036
C0265090,expression present,C0685838
C0265090,expression present,C2936741
C0268419,expression present,C2931422
C0268419,expression present,C0265492
C0268419,expression present,C0238062
C0268419,expression present,C0001627
C0268419,expression present,C1302995
C0268419,expression present,C0265292
C0268419,expression present,C0282207
C0268419,expression present,C0399378
C0268419,expression present,C0950121
C0268419,expression present,C0015773
C0268419,expression present,C0016667
C0268419,expression present,C0265233
C0268419,expression present,C0009714
C0268419,expression present,C1708350
C0268419,expression present,C0020072
C0268419,expression present,C0026705
C0268419,expression present,C1833213
C0268419,expression present,C0022541
C0268419,expression present,C0037231
C0268419,expression present,C0028860
C0268419,expression present,C0265345
C0268419,expression present,C0004779
C0268419,expression present,C0022577
C0268419,expression present,C0043346
C0268419,expression present,C3266843
C0268419,expression present,C0043388
C0268419,expression present,C0043395
C0268419,expression present,C0221348
C0268419,expression present,C1857663
C0268419,expression present,C0043459
C0268419,expression present,C0027059
C0268419,expression present,C0796160
C0268419,expression present,C4708600
C0268419,expression present,C0751882
C0268419,expression present,C2676770
C0268419,expression present,C4721555
C0268419,expression present,C5442005
C0268419,expression present,C0342907
C0268419,expression present,C0432487
C0268419,expression present,C4225396
C0268419,expression present,C2909036
C0268419,expression present,C0685838
C0268419,expression present,C2936741
C0026916,expression present,C0265492
C0026916,expression present,C0001627
C0026916,expression present,C0265292
C0026916,expression present,C0399378
C0026916,expression present,C0950121
C0026916,expression present,C0009714
C0026916,expression present,C0026705
C0026916,expression present,C1833213
C0026916,expression present,C0265345
C0026916,expression present,C0043346
C0026916,expression present,C3266843
C0013415,expression present,C2931422
C0013415,expression present,C0265492
C0013415,expression present,C0001627
C0013415,expression present,C1302995
C0013415,expression present,C0265292
C0013415,expression present,C0282207
C0013415,expression present,C0399378
C0013415,expression present,C0950121
C0013415,expression present,C0015773
C0013415,expression present,C0016667
C0013415,expression present,C0265233
C0013415,expression present,C0009714
C0013415,expression present,C1708350
C0013415,expression present,C0020072
C0013415,expression present,C0026705
C0013415,expression present,C1833213
C0013415,expression present,C0022541
C0013415,expression present,C0037231
C0013415,expression present,C0028860
C0013415,expression present,C0265345
C0013415,expression present,C0004779
C0013415,expression present,C0022577
C0013415,expression present,C0043346
C0013415,expression present,C3266843
C0013415,expression present,C0043388
C0013415,expression present,C0043395
C0013415,expression present,C0221348
C0013415,expression present,C1857663
C0013415,expression present,C0043459
C0013415,expression present,C0027059
C0013415,expression present,C0796160
C0013415,expression present,C4708600
C0013415,expression present,C0751882
C0013415,expression present,C2676770
C0013415,expression present,C4721555
C0013415,expression present,C5442005
C0013415,expression present,C0342907
C0013415,expression present,C0432487
C0013415,expression present,C4225396
C0013415,expression present,C2909036
C0013415,expression present,C0685838
C0013415,expression present,C2936741
C1260327,expression present,C2931422
C1260327,expression present,C0265492
C1260327,expression present,C0001627
C1260327,expression present,C1302995
C1260327,expression present,C0265292
C1260327,expression present,C0282207
C1260327,expression present,C0399378
C1260327,expression present,C0950121
C1260327,expression present,C0015773
C1260327,expression present,C0016667
C1260327,expression present,C0265233
C1260327,expression present,C0009714
C1260327,expression present,C1708350
C1260327,expression present,C0020072
C1260327,expression present,C0026705
C1260327,expression present,C1833213
C1260327,expression present,C0022541
C1260327,expression present,C0037231
C1260327,expression present,C0028860
C1260327,expression present,C0265345
C1260327,expression present,C0004779
C1260327,expression present,C0238402
C1260327,expression present,C0022577
C1260327,expression present,C0043346
C1260327,expression present,C3266843
C1260327,expression present,C0043388
C1260327,expression present,C0043395
C1260327,expression present,C0221348
C1260327,expression present,C1857663
C1260327,expression present,C0043459
C1260327,expression present,C0027059
C1260327,expression present,C0796160
C1260327,expression present,C4708600
C1260327,expression present,C0751882
C1260327,expression present,C2676770
C1260327,expression present,C4721555
C1260327,expression present,C5442005
C1260327,expression present,C0342907
C1260327,expression present,C0432487
C1260327,expression present,C4225396
C1260327,expression present,C2909036
C1260327,expression present,C0685838
C1260327,expression present,C2936741
C4551504,expression present,C1833213
C4551504,expression present,C0796160
C0206716,expression present,C2931422
C0206716,expression present,C0265492
C0206716,expression present,C0001627
C0206716,expression present,C1302995
C0206716,expression present,C0265292
C0206716,expression present,C0282207
C0206716,expression present,C0399378
C0206716,expression present,C0950121
C0206716,expression present,C0015773
C0206716,expression present,C0016667
C0206716,expression present,C0265233
C0206716,expression present,C0009714
C0206716,expression present,C1708350
C0206716,expression present,C0020072
C0206716,expression present,C0026705
C0206716,expression present,C1833213
C0206716,expression present,C0022541
C0206716,expression present,C0037231
C0206716,expression present,C0028860
C0206716,expression present,C0265345
C0206716,expression present,C0004779
C0206716,expression present,C0022577
C0206716,expression present,C0043346
C0206716,expression present,C3266843
C0206716,expression present,C0043388
C0206716,expression present,C0043395
C0206716,expression present,C0221348
C0206716,expression present,C1857663
C0206716,expression present,C0043459
C0206716,expression present,C0027059
C0206716,expression present,C0796160
C0206716,expression present,C4708600
C0206716,expression present,C0751882
C0206716,expression present,C2676770
C0206716,expression present,C4721555
C0206716,expression present,C5442005
C0206716,expression present,C0342907
C0206716,expression present,C0432487
C0206716,expression present,C4225396
C0206716,expression present,C2909036
C0206716,expression present,C0685838
C0206716,expression present,C2936741
C1527336,expression present,C0265492
C1527336,expression present,C0001627
C1527336,expression present,C0399378
C1527336,expression present,C0950121
C1527336,expression present,C0009714
C1527336,expression present,C0026705
C1527336,expression present,C0265345
C1527336,expression present,C0796160
C0024954,expression present,C2931422
C0024954,expression present,C0265492
C0024954,expression present,C0001627
C0024954,expression present,C1302995
C0024954,expression present,C0265292
C0024954,expression present,C0282207
C0024954,expression present,C0399378
C0024954,expression present,C0950121
C0024954,expression present,C0015773
C0024954,expression present,C0016667
C0024954,expression present,C0265233
C0024954,expression present,C0009714
C0024954,expression present,C1708350
C0024954,expression present,C0020072
C0024954,expression present,C0026705
C0024954,expression present,C1833213
C0024954,expression present,C0022541
C0024954,expression present,C0037231
C0024954,expression present,C0028860
C0024954,expression present,C0265345
C0024954,expression present,C0004779
C0024954,expression present,C0022577
C0024954,expression present,C0043346
C0024954,expression present,C3266843
C0024954,expression present,C0043388
C0024954,expression present,C0043395
C0024954,expression present,C0221348
C0024954,expression present,C1857663
C0024954,expression present,C0043459
C0024954,expression present,C0027059
C0024954,expression present,C0796160
C0024954,expression present,C4708600
C0024954,expression present,C0751882
C0024954,expression present,C2676770
C0024954,expression present,C4721555
C0024954,expression present,C5442005
C0024954,expression present,C0342907
C0024954,expression present,C0432487
C0024954,expression present,C4225396
C0024954,expression present,C2909036
C0024954,expression present,C0685838
C0024954,expression present,C2936741
C0036472,expression present,C2931422
C0036472,expression present,C0265492
C0036472,expression present,C0265292
C0036472,expression present,C0282207
C0036472,expression present,C0399378
C0036472,expression present,C0950121
C0036472,expression present,C0265233
C0036472,expression present,C0009714
C0036472,expression present,C0020072
C0036472,expression present,C0026705
C0036472,expression present,C1833213
C0036472,expression present,C0265345
C0036472,expression present,C0004779
C0036472,expression present,C0022577
C0036472,expression present,C0043346
C0036472,expression present,C3266843
C0036472,expression present,C0043388
C0036472,expression present,C0043395
C0036472,expression present,C0221348
C0036472,expression present,C0043459
C0036472,expression present,C0027059
C0036472,expression present,C0796160
C0036472,expression present,C4708600
C0036472,expression present,C0751882
C0036472,expression present,C2676770
C0036472,expression present,C4721555
C0036472,expression present,C5442005
C0036472,expression present,C0342907
C0036472,expression present,C0432487
C0036472,expression present,C4225396
C0036472,expression present,C2909036
C0036472,expression present,C2936741
C0009770,expression present,C2931422
C0009770,expression present,C0265492
C0009770,expression present,C0001627
C0009770,expression present,C1302995
C0009770,expression present,C0265292
C0009770,expression present,C0282207
C0009770,expression present,C0399378
C0009770,expression present,C0950121
C0009770,expression present,C0015773
C0009770,expression present,C0016667
C0009770,expression present,C0265233
C0009770,expression present,C0009714
C0009770,expression present,C1708350
C0009770,expression present,C0020072
C0009770,expression present,C0026705
C0009770,expression present,C1833213
C0009770,expression present,C0022541
C0009770,expression present,C0037231
C0009770,expression present,C0028860
C0009770,expression present,C0265345
C0009770,expression present,C0004779
C0009770,expression present,C0022577
C0009770,expression present,C0043346
C0009770,expression present,C3266843
C0009770,expression present,C0043388
C0009770,expression present,C0043395
C0009770,expression present,C0221348
C0009770,expression present,C1857663
C0009770,expression present,C0043459
C0009770,expression present,C0027059
C0009770,expression present,C0796160
C0009770,expression present,C4708600
C0009770,expression present,C0751882
C0009770,expression present,C2676770
C0009770,expression present,C4721555
C0009770,expression present,C5442005
C0009770,expression present,C0342907
C0009770,expression present,C0432487
C0009770,expression present,C4225396
C0009770,expression present,C2909036
C0009770,expression present,C0685838
C0009770,expression present,C2936741
C0013182,expression present,C2931422
C0013182,expression present,C0265492
C0013182,expression present,C0001627
C0013182,expression present,C1302995
C0013182,expression present,C0265292
C0013182,expression present,C0282207
C0013182,expression present,C0399378
C0013182,expression present,C0950121
C0013182,expression present,C0015773
C0013182,expression present,C0016667
C0013182,expression present,C0265233
C0013182,expression present,C0009714
C0013182,expression present,C1708350
C0013182,expression present,C0020072
C0013182,expression present,C0026705
C0013182,expression present,C1833213
C0013182,expression present,C0022541
C0013182,expression present,C0037231
C0013182,expression present,C0028860
C0013182,expression present,C0265345
C0013182,expression present,C0004779
C0013182,expression present,C0022577
C0013182,expression present,C0043346
C0013182,expression present,C3266843
C0013182,expression present,C0043388
C0013182,expression present,C0043395
C0013182,expression present,C0221348
C0013182,expression present,C1857663
C0013182,expression present,C0043459
C0013182,expression present,C0027059
C0013182,expression present,C0796160
C0013182,expression present,C4708600
C0013182,expression present,C0751882
C0013182,expression present,C2676770
C0013182,expression present,C4721555
C0013182,expression present,C5442005
C0013182,expression present,C0342907
C0013182,expression present,C0432487
C0013182,expression present,C4225396
C0013182,expression present,C2909036
C0013182,expression present,C0685838
C0013182,expression present,C2936741
C0027726,expression present,C2931422
C0027726,expression present,C0265492
C0027726,expression present,C0001627
C0027726,expression present,C1302995
C0027726,expression present,C0265292
C0027726,expression present,C0282207
C0027726,expression present,C0399378
C0027726,expression present,C0950121
C0027726,expression present,C0016667
C0027726,expression present,C0265233
C0027726,expression present,C0009714
C0027726,expression present,C1708350
C0027726,expression present,C0020072
C0027726,expression present,C0026705
C0027726,expression present,C1833213
C0027726,expression present,C0022541
C0027726,expression present,C0037231
C0027726,expression present,C0028860
C0027726,expression present,C0265345
C0027726,expression present,C0004779
C0027726,expression present,C0022577
C0027726,expression present,C0043346
C0027726,expression present,C3266843
C0027726,expression present,C0043388
C0027726,expression present,C0043395
C0027726,expression present,C0221348
C0027726,expression present,C1857663
C0027726,expression present,C0027059
C0027726,expression present,C0796160
C0027726,expression present,C4708600
C0027726,expression present,C0751882
C0027726,expression present,C2676770
C0027726,expression present,C5442005
C0027726,expression present,C0342907
C0027726,expression present,C0432487
C0027726,expression present,C4225396
C0027726,expression present,C2909036
C0027726,expression present,C0685838
C0027726,expression present,C2936741
C0025284,expression present,C1302995
C0025284,expression present,C0282207
C0025284,expression present,C0399378
C0025284,expression present,C0026705
C0025284,expression present,C0022577
C0025284,expression present,C0685838
C0023348,expression present,C0001627
C0023348,expression present,C0950121
C0023348,expression present,C1833213
C0023351,expression present,C0265492
C0023351,expression present,C0001627
C0023351,expression present,C0282207
C0023351,expression present,C0399378
C0023351,expression present,C0950121
C0023351,expression present,C0016667
C0023351,expression present,C0009714
C0023351,expression present,C0026705
C0023351,expression present,C1833213
C0023351,expression present,C0265345
C0023351,expression present,C0043346
C0023351,expression present,C0751882
C0023351,expression present,C0432487
C0023351,expression present,C4225396
C0023351,expression present,C0685838
C0011616,expression present,C0001627
C0011616,expression present,C0950121
C0011616,expression present,C0009714
C0011616,expression present,C1833213
C0085315,expression present,C0001627
C0085315,expression present,C0282207
C0085315,expression present,C0043346
C0085315,expression present,C3266843
C0085315,expression present,C0043395
C0085315,expression present,C0796160
C0085315,expression present,C0751882
C0085315,expression present,C2676770
C0085315,expression present,C5442005
C0085315,expression present,C0342907
C0085315,expression present,C0432487
C0085315,expression present,C4225396
C0085315,expression present,C0685838
C0026010,expression present,C2931422
C0026010,expression present,C0265492
C0026010,expression present,C0238062
C0026010,expression present,C0001627
C0026010,expression present,C1302995
C0026010,expression present,C0265292
C0026010,expression present,C0282207
C0026010,expression present,C0399378
C0026010,expression present,C0950121
C0026010,expression present,C0265233
C0026010,expression present,C0009714
C0026010,expression present,C1708350
C0026010,expression present,C0026705
C0026010,expression present,C1833213
C0026010,expression present,C0022541
C0026010,expression present,C0037231
C0026010,expression present,C0028860
C0026010,expression present,C0265345
C0026010,expression present,C0004779
C0026010,expression present,C0022577
C0026010,expression present,C0043346
C0026010,expression present,C3266843
C0026010,expression present,C0043388
C0026010,expression present,C0043395
C0026010,expression present,C0221348
C0026010,expression present,C1857663
C0026010,expression present,C0043459
C0026010,expression present,C0027059
C0026010,expression present,C0796160
C0026010,expression present,C4708600
C0026010,expression present,C0751882
C0026010,expression present,C2676770
C0026010,expression present,C4721555
C0026010,expression present,C5442005
C0026010,expression present,C0342907
C0026010,expression present,C0432487
C0026010,expression present,C4225396
C0026010,expression present,C2909036
C0026010,expression present,C0685838
C0026010,expression present,C2936741
C0155016,expression present,C2931422
C0155016,expression present,C0265492
C0155016,expression present,C0001627
C0155016,expression present,C0265292
C0155016,expression present,C0282207
C0155016,expression present,C0399378
C0155016,expression present,C0950121
C0155016,expression present,C0265233
C0155016,expression present,C0009714
C0155016,expression present,C0026705
C0155016,expression present,C1833213
C0155016,expression present,C0022541
C0155016,expression present,C0265345
C0155016,expression present,C0004779
C0155016,expression present,C0022577
C0155016,expression present,C0043346
C0155016,expression present,C3266843
C0155016,expression present,C0043388
C0155016,expression present,C0043395
C0155016,expression present,C0221348
C0155016,expression present,C1857663
C0155016,expression present,C0043459
C0155016,expression present,C0027059
C0155016,expression present,C0796160
C0155016,expression present,C4708600
C0155016,expression present,C5442005
C0155016,expression present,C0342907
