# Entity	CUI_Code	Source
glycogen storage disease	C9319145_enzy	NOT_FOUND
glycoside hydrolase	C0228242_enzy	NOT_FOUND
glycyrrhizic acid	C2638522_orch	NOT_FOUND
goiter is causing respiratory or swallowing difficulties	C3047510_enty	NOT_FOUND
gonadotropin secretion	C8276747_elmt	NOT_FOUND
gonadotropins	C2658302_enty	NOT_FOUND
gonococcal septicemia	C4456905_enty	NOT_FOUND
gracile syndrome	C6385443_dsyn	NOT_FOUND
gracilis	C7099593_enty	NOT_FOUND
gradual shrinking of the cerebellum	C1797869_enty	NOT_FOUND
grapiprant	C5771146_enty	NOT_FOUND
grooved nasal tip	C0714819_enty	NOT_FOUND
growth of tumors	C4367381_enty	NOT_FOUND
growth retardation	C1790672_elmt	NOT_FOUND
h  influenzae	C6201574_enty	NOT_FOUND
h  pylori	C7061282_enty	NOT_FOUND
h2o	C3943679_enty	NOT_FOUND
h2o2	C3351508_enty	NOT_FOUND
hallucinations	C6613531_elmt	NOT_FOUND
hands and feet	C3624200_enty	NOT_FOUND
hardening and overgrowth of bone	C7055176_enty	NOT_FOUND
headache	C8782768_enty	NOT_FOUND
health complications	C2601091_elmt	NOT_FOUND
hearing assessment	C0386793_enty	NOT_FOUND
hearing loss	C5330236_enty	NOT_FOUND
heart	C1943732_enty	NOT_FOUND
heart disease	C9859205_enzy	NOT_FOUND
heart failure	C1747202_enty	NOT_FOUND
heifers	C8152228_enty	NOT_FOUND
hematin	C4704866_enty	NOT_FOUND
heme oxygenase 1 deficiency	C6608438_enzy	NOT_FOUND
hemolytic anemia	C0166308_enty	NOT_FOUND
hepatic glucose production	C5269418_elmt	NOT_FOUND
her2 positive breast cancer	C5938046_dsyn	NOT_FOUND
her2 positive carcinomas	C4571001_enty	NOT_FOUND
hereditary disorder	C1564547_dsyn	NOT_FOUND
hereditary genetic disorder	C6674552_dsyn	NOT_FOUND
hereditary palmoplantar keratoderma	C1393400_enty	NOT_FOUND
heterogeneous clinical presentation	C1869607_elmt	NOT_FOUND
high arched palate	C3699480_enty	NOT_FOUND
high blood cholesterol	C8763700_enty	NOT_FOUND
high blood pressure	C3234358_enty	NOT_FOUND
highly insoluble	C4503121_enty	NOT_FOUND
hip dysplasia	C9458613_enty	NOT_FOUND
hirsutism	C4468230_enty	NOT_FOUND
histone deacetylase activator	C8335806_enzy	NOT_FOUND
hiv	C3130139_enty	NOT_FOUND
hiv aids treatment	C6348591_enty	NOT_FOUND
hiv protease inhibitor	C4261660_enzy	NOT_FOUND
hormonal disorders	C9335679_dsyn	NOT_FOUND
hormonal problems	C0961983_enty	NOT_FOUND
hormone replacement therapy	C3029979_enty	NOT_FOUND
hormone substitute	C6448353_enty	NOT_FOUND
hormones	C0766601_enty	NOT_FOUND
hpnmhl	C2390040_enty	NOT_FOUND
hsct	C7808727_enty	NOT_FOUND
human fat	C7720065_enty	NOT_FOUND
humoral or cellular immune reactions	C3844322_elmt	NOT_FOUND
hyaluronidase  ovine	C4054220_enzy	NOT_FOUND
hydrocephalus	C0354270_enty	NOT_FOUND
hydrochlorothiazide	C4453068_enty	NOT_FOUND
hydrocortisone	C7532928_enty	NOT_FOUND
hydrogen	C3002951_enty	NOT_FOUND
hydrops fetalis	C3562577_enty	NOT_FOUND
hydroxychloroquine	C7427288_enty	NOT_FOUND
hyperlysinaemia	C7917080_enty	NOT_FOUND
hypertelorism	C7600116_enty	NOT_FOUND
hypertension	C2544965_elmt	NOT_FOUND
hyperthyroidism	C6119361_enty	NOT_FOUND
hypertriglyceridemia	C4373807_enty	NOT_FOUND
hyperuricemia	C8166309_enty	NOT_FOUND
hypochondroplasia	C2640810_enty	NOT_FOUND
hypoglycemia	C9776795_enty	NOT_FOUND
hypogonadism	C6344731_enty	NOT_FOUND
hypomethylating agent therapy	C6301551_enty	NOT_FOUND
hypoplasia	C6980280_enty	NOT_FOUND
hypoplasia of the fibula	C0170824_enty	NOT_FOUND
hypoplasia of the lower iliac wings	C1340060_enty	NOT_FOUND
hypoplasia of the mandibular condyles	C1033130_enty	NOT_FOUND
hypoplastic or absent retina	C4082230_enty	NOT_FOUND
hypoprolactinemia	C1918215_enty	NOT_FOUND
hyporexia	C1731842_enty	NOT_FOUND
hypothyroidism	C6625005_enty	NOT_FOUND
hypotonia	C9889957_enty	NOT_FOUND
identifying underlying etiology	C5249833_enty	NOT_FOUND
idiopathic	C0022136_enty	NOT_FOUND
idiopathic parkinson s disease	C5583131_enzy	NOT_FOUND
imagawa matsumoto syndrome	C8474805_dsyn	NOT_FOUND
imaging modality	C6602568_enty	NOT_FOUND
imaging studies	C4102419_enty	NOT_FOUND
imaging studies such as mri	C3949298_enty	NOT_FOUND
iminoglycinuria	C6636930_enty	NOT_FOUND
immune system functioning	C6182141_elmt	NOT_FOUND
immunodeficiency	C2645299_dsyn	NOT_FOUND
immunomodulatory therapies	C0793352_enty	NOT_FOUND
impact on daily life	C4122862_enty	NOT_FOUND
impaired glucose homeostasis	C6245006_enty	NOT_FOUND
impaired glycogen synthesis	C2754656_biof	NOT_FOUND
impaired growth	C2790917_enty	NOT_FOUND
impairment of na  k  atpase enzyme	C5685840_aapp	NOT_FOUND
impotence	C7919180_enty	NOT_FOUND
improve clinical outcomes	C7934425_enty	NOT_FOUND
improve lives of affected individuals	C1305072_enty	NOT_FOUND
improve overall quality of life	C6280563_enty	NOT_FOUND
improve quality of life	C1339413_enty	NOT_FOUND
improve quality of life for affected individuals	C4300782_enty	NOT_FOUND
improved metabolism	C1615083_biof	NOT_FOUND
improved patient outcomes	C2959089_enty	NOT_FOUND
improving ocular alignment	C9072754_enty	NOT_FOUND
improving overall quality of life	C5879630_enty	NOT_FOUND
improving quality of life	C8092695_enty	NOT_FOUND
improving quality of life for affected individuals	C2590479_enty	NOT_FOUND
in individuals	C5039225_enty	NOT_FOUND
increased mortality rates	C2505800_enzy	NOT_FOUND
increased risk of developing comorbidities	C1592965_enzy	NOT_FOUND
indapamide	C8150396_enty	NOT_FOUND
individual s functional abilities	C9496605_elmt	NOT_FOUND
individuals	C4581677_enty	NOT_FOUND
individuals across all age groups	C9174697_enty	NOT_FOUND
individuals affected by x linked l1 syndrome	C2600671_dsyn	NOT_FOUND
individuals between the ages of 15 and 40	C4490766_enty	NOT_FOUND
individuals in northern sweden	C4553004_enty	NOT_FOUND
individuals of all ages	C0485837_enty	NOT_FOUND
individuals with charcot marie tooth peroneal muscular atrophy	C5941055_enty	NOT_FOUND
individuals with family history of camsd	C2364096_enty	NOT_FOUND
individuals with hiv aids	C9349016_enty	NOT_FOUND
individuals with narcolepsy	C5417531_enty	NOT_FOUND
individuals with oi	C5423836_enty	NOT_FOUND
individuals worldwide	C4264456_enty	NOT_FOUND
infancy	C7026245_enty	NOT_FOUND
infant ventricular tachycardia	C6305358_enty	NOT_FOUND
infantile forms	C5349983_enty	NOT_FOUND
infantile onset psychomotor developmental delay	C6890680_enty	NOT_FOUND
infantile ventricular tachycardia	C4567442_enty	NOT_FOUND
infants	C2136015_enty	NOT_FOUND
infection	C3355429_elmt	NOT_FOUND
infection in the uterus during pregnancy	C6995271_elmt	NOT_FOUND
infections	C8587983_elmt	NOT_FOUND
infections passed from mother to child	C2923924_elmt	NOT_FOUND
inflammation	C9240757_elmt	NOT_FOUND
inflammation of the liver	C6948100_elmt	NOT_FOUND
inflammatory conditions	C8026485_elmt	NOT_FOUND
inflammatory genes	C8597060_enty	NOT_FOUND
inherited disorder	C9735543_dsyn	NOT_FOUND
inherited disorders	C8387079_dsyn	NOT_FOUND
inhibitors	C3815103_enty	NOT_FOUND
innate immune response	C2128812_enty	NOT_FOUND
inosinic acid	C4779181_orch	NOT_FOUND
insulin	C5365902_enty	NOT_FOUND
insulin degludec	C2959089_enty	NOT_FOUND
insulin like growth factor 1	C4193122_aapp	NOT_FOUND
insulin receptor	C0543273_aapp	NOT_FOUND
intellectual deficit	C6663171_enty	NOT_FOUND
intellectual disabilities	C2390755_enty	NOT_FOUND
intellectual disability	C3895342_enty	NOT_FOUND
intellectual disability syndrome	C7528822_dsyn	NOT_FOUND
interatrial septal defects	C2479072_enty	NOT_FOUND
intercalary limb deficiencies	C3052467_enty	NOT_FOUND
interferon alpha	C4535503_enty	NOT_FOUND
interferon beta	C9309014_enty	NOT_FOUND
interferon gamma production	C5517171_elmt	NOT_FOUND
interferon type i	C2249218_enty	NOT_FOUND
internal auditory canal	C2344233_enty	NOT_FOUND
intervention	C3798593_elmt	NOT_FOUND
interventions	C9700979_elmt	NOT_FOUND
intestinal obstruction	C6675424_elmt	NOT_FOUND
intractable seizures	C4945699_enty	NOT_FOUND
intravenous immunoglobulin  ivig  replacement	C7918672_aapp	NOT_FOUND
intravenously	C7884380_enty	NOT_FOUND
investigational	C7944869_elmt	NOT_FOUND
investigational stages	C5725171_elmt	NOT_FOUND
involuntary eye movements	C6745463_enty	NOT_FOUND
ipledge program	C2999753_enty	NOT_FOUND
irak 4 deficiency	C8699077_dsyn	NOT_FOUND
iris colobomas	C5305445_enty	NOT_FOUND
iron	C7996999_elmt	NOT_FOUND
iron sucrose	C3937701_elmt	NOT_FOUND
iron transferrin complex	C6537169_elmt	NOT_FOUND
irreversible potent inhibitor of burton s tyrosine kinase	C9259985_aapp	NOT_FOUND
istradefylline	C8539661_enty	NOT_FOUND
italy	C5775171_enty	NOT_FOUND
jpls	C4654650_enty	NOT_FOUND
kearns sayre syndrome	C8580359_dsyn	NOT_FOUND
keeping cholesterol levels under control	C5104201_enty	NOT_FOUND
keeping the skin and nails clean	C9305863_enty	NOT_FOUND
keratoplasty	C4490521_enty	NOT_FOUND
kidney	C0801208_enty	NOT_FOUND
kidneys	C1576881_enty	NOT_FOUND
kinase inhibitor drug	C6891383_aapp	NOT_FOUND
l methionine	C3595455_elmt	NOT_FOUND
laboratory tests	C4770255_enty	NOT_FOUND
lactase	C3940405_enzy	NOT_FOUND
lactic aciduria	C7332925_orch	NOT_FOUND
lambotte syndrome	C8742699_dsyn	NOT_FOUND
lansoprazole	C2185156_enty	NOT_FOUND
largely irreversible	C1630827_enty	NOT_FOUND
largely supportive	C1969190_enty	NOT_FOUND
late adulthood	C7823212_enty	NOT_FOUND
late onset form of multiple carboxylase deficiency	C7283454_enzy	NOT_FOUND
learning difficulties	C9117606_enty	NOT_FOUND
legius syndrome	C7816837_dsyn	NOT_FOUND
lesions	C7592202_elmt	NOT_FOUND
less than 1 100 000 individuals	C1278233_enty	NOT_FOUND
less than 1 1000000	C4842234_enty	NOT_FOUND
less than 1 1000000 individuals	C7679575_enty	NOT_FOUND
less than 1 1000000 individuals worldwide	C4130410_enty	NOT_FOUND
less than 1 in 1 000 000 individuals	C6084559_enty	NOT_FOUND
less than 1 in 1 000 000 individuals worldwide	C0705910_enty	NOT_FOUND
less than 1 in 1 million	C6380102_elmt	NOT_FOUND
less than 1 in 1 million individuals	C4392664_elmt	NOT_FOUND
less than 1 in 1 million individuals worldwide	C0719206_elmt	NOT_FOUND
less than 1 in 1 million people	C2382625_elmt	NOT_FOUND
less than 1 in 10 million people	C1794413_elmt	NOT_FOUND
less than 1 in 100 000	C9068781_enty	NOT_FOUND
less than 1 in 100 000 births	C7890790_enty	NOT_FOUND
less than 1 in 100 000 individuals	C6465408_enty	NOT_FOUND
less than 1 in 100 000 individuals worldwide	C8389435_enty	NOT_FOUND
less than 1 in 100 000 live births	C8525685_enty	NOT_FOUND
less than 1 in 1000000 individuals	C6843834_enty	NOT_FOUND
less than 1 in 1000000 individuals worldwide	C5659705_enty	NOT_FOUND
less than 1 per 100 000 individuals	C7302888_enty	NOT_FOUND
less than 1 per million individuals	C5362102_elmt	NOT_FOUND
less than 50 reported cases	C8359382_enzy	NOT_FOUND
less than one in 1 million	C3367333_elmt	NOT_FOUND
less than one in 1 million individuals	C6205320_elmt	NOT_FOUND
less than one in a million	C4891221_elmt	NOT_FOUND
less than one in a million individuals	C1926816_elmt	NOT_FOUND
less than one in a million people	C9499629_elmt	NOT_FOUND
less than one in one million	C7219348_elmt	NOT_FOUND
less than one in one million individuals	C9430390_elmt	NOT_FOUND
less than one per million individuals	C1167066_elmt	NOT_FOUND
less vitamin d metabolized	C0862170_enty	NOT_FOUND
leukemia	C2244575_enty	NOT_FOUND
life threatening bleeding	C5627493_enty	NOT_FOUND
lifelong high dose vitamin e supplementation	C1770312_elmt	NOT_FOUND
lifelong management	C8440561_enty	NOT_FOUND
lifestyle modifications	C7799636_elmt	NOT_FOUND
limiting caffeine intake	C3987863_enty	NOT_FOUND
lithium transport disorder	C0079659_biof	NOT_FOUND
liver	C9505457_enty	NOT_FOUND
liver disease	C9819284_enzy	NOT_FOUND
liver dysfunction	C6358185_elmt	NOT_FOUND
liver enzyme	C2066905_aapp	NOT_FOUND
liver specialists	C9769936_enty	NOT_FOUND
local therapies	C8694424_enty	NOT_FOUND
long face	C0268606_enty	NOT_FOUND
long term management	C6900551_enty	NOT_FOUND
loss of motor function	C0525997_elmt	NOT_FOUND
loss of motor speech production	C2278857_elmt	NOT_FOUND
low	C7871192_enty	NOT_FOUND
low set ears	C7677008_enty	NOT_FOUND
low t3 levels	C2582865_enty	NOT_FOUND
lower limbs	C7070793_enty	NOT_FOUND
lower plasma glucose concentrations	C5775906_elmt	NOT_FOUND
lymphedema posterior choanal atresia syndrome	C2102677_dsyn	NOT_FOUND
lymphoproliferative disease	C1888730_enzy	NOT_FOUND
lysyl hydroxylase 3 deficiency	C4628915_enzy	NOT_FOUND
macrothrombocytopenia	C0404800_enty	NOT_FOUND
magnesium	C8686738_elmt	NOT_FOUND
maintaining a healthy diet	C1351042_enty	NOT_FOUND
maintenance treatment of adult patients	C4077521_enty	NOT_FOUND
males	C8699319_enty	NOT_FOUND
males and females equally	C7819642_enty	NOT_FOUND
malformation	C9398991_elmt	NOT_FOUND
malignant lesions	C0755278_elmt	NOT_FOUND
management	C9197253_enty	NOT_FOUND
management and treatment options	C0257800_elmt	NOT_FOUND
management and treatment strategies	C2225285_enty	NOT_FOUND
management attempts	C6010183_enty	NOT_FOUND
management of amaurosis hypertrichosis syndrome	C0159228_dsyn	NOT_FOUND
management of ataxia intellectual disability oculomotor apraxia cerebellar cysts syndrome	C7795038_dsyn	NOT_FOUND
management of congenital cerebral granuloma	C7417885_enty	NOT_FOUND
management of cutaneous albinism ermine phenotype	C0718365_enty	NOT_FOUND
management of distal hereditary motor and sensory neuropathy	C7432100_enty	NOT_FOUND
management of heart defect   tongue hamartoma   polysyndactyly syndrome	C0743466_dsyn	NOT_FOUND
management of hypertension	C7117903_elmt	NOT_FOUND
management of hypertriglyceridemia	C5214636_enty	NOT_FOUND
management of idxmn88	C5947927_enty	NOT_FOUND
management of isolated optic nerve hypoplasia	C0017496_enty	NOT_FOUND
management of megalencephalic leukoencephalopathy with subcortical cysts 2b	C1024351_enty	NOT_FOUND
management of mungan syndrome	C0836366_dsyn	NOT_FOUND
management of nasal septum deviation	C6807743_elmt	NOT_FOUND
management of neurological symptoms	C8213778_enty	NOT_FOUND
management of ocular cystinosis	C3466002_enty	NOT_FOUND
management of symptoms	C3536431_enty	NOT_FOUND
management of the syndrome	C3684327_dsyn	NOT_FOUND
management of this complex disease	C1103245_enzy	NOT_FOUND
management of this disorder	C9701822_dsyn	NOT_FOUND
management of this syndrome	C6444065_dsyn	NOT_FOUND
management of van der woude syndrome	C8611624_dsyn	NOT_FOUND
management of wdm	C3567408_enty	NOT_FOUND
management strategies	C2679888_enty	NOT_FOUND
managing dystonia with gabapentin	C6622327_enty	NOT_FOUND
managing secondary complications	C4179624_elmt	NOT_FOUND
managing symptoms	C1375236_enty	NOT_FOUND
many organisms	C7761086_bpoc	NOT_FOUND
many patients	C0936188_enty	NOT_FOUND
marked shortness of the metatarsal bones	C4020267_enty	NOT_FOUND
mate 1 inhibitors	C8032163_enty	NOT_FOUND
meclofenamic acid	C3424562_orch	NOT_FOUND
medical and cosmetic interventions	C5628879_elmt	NOT_FOUND
medical conditions	C4051316_elmt	NOT_FOUND
medical consultation	C6605773_elmt	NOT_FOUND
medical interventions	C7474671_elmt	NOT_FOUND
medical therapies	C2640286_enty	NOT_FOUND
medical treatment	C8631033_enty	NOT_FOUND
medical treatments	C9392663_enty	NOT_FOUND
medical use	C6185345_enty	NOT_FOUND
medication	C5400894_elmt	NOT_FOUND
medication to control inflammatory episodes	C7992384_elmt	NOT_FOUND
medications	C9835825_elmt	NOT_FOUND
medrogestone	C1308155_enty	NOT_FOUND
megalencephalic leukoencephalopathy with subcortical cysts 2b	C7306423_enty	NOT_FOUND
megaloblastic anemia	C1957466_enty	NOT_FOUND
melatonin	C9533816_enty	NOT_FOUND
men	C1233532_enty	NOT_FOUND
men between 20 50 years	C5733405_enty	NOT_FOUND
meningeal leukemia	C1433299_enty	NOT_FOUND
meningococci	C1290885_enty	NOT_FOUND
metabolism	C1916427_biof	NOT_FOUND
metal cations	C9222337_elmt	NOT_FOUND
methemoglobin reductase deficiency	C9550402_enzy	NOT_FOUND
methotrexate	C4464528_enty	NOT_FOUND
methylmalonic acidemia	C1958441_orch	NOT_FOUND
microcephaly	C9833465_enty	NOT_FOUND
microcytic anemia	C6667010_enty	NOT_FOUND
micromelic bone dysplasia	C7155397_enty	NOT_FOUND
micronutrients	C3408785_enty	NOT_FOUND
mild	C3720183_enty	NOT_FOUND
mild dysmorphic facial features	C1801493_enty	NOT_FOUND
mild parkinsonism	C9673115_enty	NOT_FOUND
mild platyspondyly	C3019866_enty	NOT_FOUND
mild to severe vision loss	C4598461_elmt	NOT_FOUND
mildest form of free sialic acid storage disorders	C4924053_orch	NOT_FOUND
millions of people worldwide	C1999625_elmt	NOT_FOUND
minimizing impact on daily life	C5517991_enty	NOT_FOUND
mioop	C1950056_enty	NOT_FOUND
mitigate complications of progressive muscle weakness	C3889374_elmt	NOT_FOUND
mitigating long term consequences	C6132921_enty	NOT_FOUND
moderate lymphopenia	C6606110_enty	NOT_FOUND
molecular genetic analysis	C9797916_enty	NOT_FOUND
mondo	C1241912_enty	NOT_FOUND
mondo id	C0019003_enty	NOT_FOUND
mondo id  13575	C0278040_enty	NOT_FOUND
mondo id 7912	C3784561_enty	NOT_FOUND
mondo id 8376	C2751772_enty	NOT_FOUND
monitoring	C4263367_enty	NOT_FOUND
more common conditions	C3934948_elmt	NOT_FOUND
more than 35 reported cases	C6205806_enzy	NOT_FOUND
most patients	C4124421_enty	NOT_FOUND
motor speech production	C5942146_elmt	NOT_FOUND
movement	C2407966_enty	NOT_FOUND
movement and learning disorders	C6027109_dsyn	NOT_FOUND
mpa	C5733248_enty	NOT_FOUND
mri	C3394696_enty	NOT_FOUND
mucous membranes	C2046050_bpoc	NOT_FOUND
multidisciplinary	C6507562_enty	NOT_FOUND
multidisciplinary approach	C2611319_enty	NOT_FOUND
multidisciplinary care	C6662350_enty	NOT_FOUND
multidisciplinary management	C6082158_enty	NOT_FOUND
multidisciplinary team approach	C2975633_enty	NOT_FOUND
multifactorial etiology	C2062683_aapp	NOT_FOUND
multiple affected individuals	C0256104_enty	NOT_FOUND
multiple carboxylase deficiency	C8118639_enzy	NOT_FOUND
multiple congenital anomalies	C1511979_enty	NOT_FOUND
multiple epiphyseal dysplasia	C1485585_enty	NOT_FOUND
multiple family members	C4472955_enty	NOT_FOUND
multiple procedures for hypospadias repair	C9093610_enty	NOT_FOUND
multiple skeletal abnormalities	C5267955_enty	NOT_FOUND
muscle weakness	C7193952_bpoc	NOT_FOUND
muscle weakness in the feet and hands	C4165800_bpoc	NOT_FOUND
muscular dystrophy	C3282974_enty	NOT_FOUND
muscular hypotonia	C8968425_enty	NOT_FOUND
muscular weakness	C2377992_enty	NOT_FOUND
muscular weaknesses	C9416540_enty	NOT_FOUND
mut	C5641700_enty	NOT_FOUND
mut0	C9915058_enty	NOT_FOUND
mutation	C3093006_elmt	NOT_FOUND
mutation in a gene	C5286282_elmt	NOT_FOUND
mutation in esco2 gene	C5086334_elmt	NOT_FOUND
mutations	C2766442_elmt	NOT_FOUND
mutations in	C2673960_elmt	NOT_FOUND
mutations in genes	C8522086_elmt	NOT_FOUND
mutations in hadh gene	C5349846_elmt	NOT_FOUND
mutations in slc16a2 gene	C5459039_elmt	NOT_FOUND
mutations in succinate dehydrogenase	C6775790_enzy	NOT_FOUND
mutations in the c6 gene	C4379061_elmt	NOT_FOUND
mutations in the comp gene	C8119413_elmt	NOT_FOUND
mutations in the ears2 gene	C1113380_elmt	NOT_FOUND
mutations in the gene encoding the cystic fibrosis transmembrane conductance regulator	C2625917_elmt	NOT_FOUND
mutations in the kiaa1202 gene	C4124801_elmt	NOT_FOUND
mutations in the was gene	C6301035_elmt	NOT_FOUND
myanmar	C5812175_enty	NOT_FOUND
mycobacteria grow slowly	C4792385_enty	NOT_FOUND
mycolic acids	C5095255_orch	NOT_FOUND
myelofibrosis	C7169508_enty	NOT_FOUND
myopathy	C5994291_enty	NOT_FOUND
mypn related myopathy	C7890970_enty	NOT_FOUND
n  gononhoeae	C9164264_enty	NOT_FOUND
na  k  atpase	C8660516_aapp	NOT_FOUND
nager acrofacial dysostosis	C1400585_enty	NOT_FOUND
naproxen	C4066350_enty	NOT_FOUND
narcolepsy	C7578374_enty	NOT_FOUND
narp syndrome	C6071904_dsyn	NOT_FOUND
natural sweetener	C3058672_enty	NOT_FOUND
nausea	C7536491_enty	NOT_FOUND
ncmd	C9418304_enty	NOT_FOUND
need for further research and clinical studies	C6903806_enty	NOT_FOUND
neonates	C7507645_enty	NOT_FOUND
neonates with achondroplasia	C5760505_enty	NOT_FOUND
neoplastic disorders	C7421506_dsyn	NOT_FOUND
nephrological interventions	C0564039_elmt	NOT_FOUND
nephrology	C7694272_enty	NOT_FOUND
nephropathy	C0949479_enty	NOT_FOUND
nervous system	C6774847_enty	NOT_FOUND
nervous system conditions	C6845621_elmt	NOT_FOUND
neurodevelopmental disorder	C3097223_dsyn	NOT_FOUND
neurodevelopmental disorders	C0061083_dsyn	NOT_FOUND
neuroendocrine tumors	C5356082_enty	NOT_FOUND
neurologic deficits	C2239399_enty	NOT_FOUND
neurological deficits	C6180983_enty	NOT_FOUND
neurological disorder	C9175902_dsyn	NOT_FOUND
neurological disorders	C1735865_dsyn	NOT_FOUND
neurological impairments	C1774401_enty	NOT_FOUND
neurological manifestations	C4848564_elmt	NOT_FOUND
neurological symptoms	C5343570_enty	NOT_FOUND
neurosurgical intervention for hydrocephalus	C3227132_elmt	NOT_FOUND
neutropenia	C1985502_enty	NOT_FOUND
nitric oxide	C5414269_enty	NOT_FOUND
nocgus	C3221194_enty	NOT_FOUND
non pharmacological interventions	C0521542_elmt	NOT_FOUND
non small cell lung cancer	C0081702_cell	NOT_FOUND
non steroidal anti inflammatory drugs	C5366910_enty	NOT_FOUND
noonan like facies	C0947574_enty	NOT_FOUND
norepinephrine	C2319137_enty	NOT_FOUND
norgestrel	C2517129_enty	NOT_FOUND
normal growth and development in infants	C3791203_enty	NOT_FOUND
normal in patients with hyperuricemia	C5479114_enty	NOT_FOUND
normal lip anatomy and function	C2471096_elmt	NOT_FOUND
normal lives with proper treatment	C6182801_enty	NOT_FOUND
normal metabolic function	C4114192_elmt	NOT_FOUND
normal or high arched palate	C2982831_enty	NOT_FOUND
nsaids	C3092460_enty	NOT_FOUND
nutraceutical compound	C4754957_orch	NOT_FOUND
nutraceutical supplement	C0669076_enty	NOT_FOUND
nutritional counseling	C6730163_elmt	NOT_FOUND
nutritional support	C7526228_elmt	NOT_FOUND
nystagmus	C1754063_enty	NOT_FOUND
nystagmus or uncontrolled eye movements	C5129549_enty	NOT_FOUND
oas	C1172086_enty	NOT_FOUND
oat3	C1444950_enty	NOT_FOUND
obesity	C6089663_enty	NOT_FOUND
occlusive hydrocephalus	C6430769_enty	NOT_FOUND
occupational therapy	C3133521_elmt	NOT_FOUND
oculotrichodysplasia	C0273839_enty	NOT_FOUND
oligodactyly	C2306744_enty	NOT_FOUND
one in a million individuals	C6333545_elmt	NOT_FOUND
one in every 100 000 individuals	C3224972_enty	NOT_FOUND
one in one million individuals	C5853648_elmt	NOT_FOUND
one in one million individuals worldwide	C5765430_elmt	NOT_FOUND
ongoing multidisciplinary care	C4267411_enty	NOT_FOUND
ongoing research	C8738976_enty	NOT_FOUND
onset	C4038872_enty	NOT_FOUND
onset of neurologic symptoms in early childhood	C2419764_enty	NOT_FOUND
open heart surgery	C4112711_enty	NOT_FOUND
ophthalmic applications	C6899085_elmt	NOT_FOUND
ophthalmic examinations	C0533105_elmt	NOT_FOUND
ophthalmological	C7449972_enty	NOT_FOUND
ophthalmological specialists	C7077808_enty	NOT_FOUND
ophthalmologists	C4705507_enty	NOT_FOUND
ophthalmology	C0687456_enty	NOT_FOUND
opioid analgesic	C3795521_enty	NOT_FOUND
opmd	C6791321_enty	NOT_FOUND
oral tyrosine kinase inhibitor	C3140002_aapp	NOT_FOUND
orange vegetables	C7482148_enty	NOT_FOUND
orthodontic treatment	C1736616_enty	NOT_FOUND
orthopedic devices	C4869120_medd	NOT_FOUND
orthopedic interventions	C5888235_elmt	NOT_FOUND
orthopedics	C1070173_enty	NOT_FOUND
orthotic devices	C5989630_medd	NOT_FOUND
osteoarthritis	C1690933_enty	NOT_FOUND
osteogenesis imperfecta	C1528162_enty	NOT_FOUND
osteolytic bone lesions	C2583097_elmt	NOT_FOUND
osteomalacia	C3312624_enty	NOT_FOUND
osteomyelitis	C9206214_enty	NOT_FOUND
osteoporosis	C8086989_enty	NOT_FOUND
osteosclerosis	C3183045_enty	NOT_FOUND
osteosclerotic metaphyseal dysplasia	C5844435_enty	NOT_FOUND
osteotomies	C6163701_enty	NOT_FOUND
other medications	C9362854_elmt	NOT_FOUND
other prostaglandin pathways	C1902513_bpoc	NOT_FOUND
other symptoms	C6954679_enty	NOT_FOUND
other treatment options	C5603214_elmt	NOT_FOUND
otitis media	C7377006_enty	NOT_FOUND
outcomes	C2064396_enty	NOT_FOUND
ovarian fibrothecomas	C9684268_enty	NOT_FOUND
over 400 reported cases worldwide	C9436728_enzy	NOT_FOUND
over 50 reported cases	C3403225_enzy	NOT_FOUND
overall oral health outcomes	C9546573_enty	NOT_FOUND
overgrowth of fungal organisms	C8472946_bpoc	NOT_FOUND
oxcarbazepine	C8397751_enty	NOT_FOUND
p glycoprotein substrates	C8261684_aapp	NOT_FOUND
pachygyria associated syndrome	C3295402_dsyn	NOT_FOUND
pain	C2230168_enty	NOT_FOUND
pain in affected limbs	C3391706_enty	NOT_FOUND
pain management strategies	C0353834_enty	NOT_FOUND
painful chewing	C9475456_enty	NOT_FOUND
palliative care	C9491393_enty	NOT_FOUND
palmoplantar keratoderma	C1711091_enty	NOT_FOUND
pancreas	C5530474_enty	NOT_FOUND
papular lesions	C5996433_elmt	NOT_FOUND
parkinson s disease	C8391750_enzy	NOT_FOUND
partial syndactyly of the fingers and toes	C5588058_enty	NOT_FOUND
patients	C5139677_enty	NOT_FOUND
patients with adpkd3	C5500463_enty	NOT_FOUND
patients with ahdc1 related intellectual disability obstructive sleep apnea mild dysmorphism syndrome	C1759060_dsyn	NOT_FOUND
patients with apl	C3068610_enty	NOT_FOUND
patients with nasal septum deviation	C6981230_elmt	NOT_FOUND
patients with pallister hall syndrome	C9075503_dsyn	NOT_FOUND
patients with platelet responsiveness to adrenaline	C1244963_enty	NOT_FOUND
patients with radiolucent stones	C4624058_enty	NOT_FOUND
patients with thromboembolism	C0618122_enty	NOT_FOUND
pediatric autoimmune neuropsychiatric disorder	C7851072_dsyn	NOT_FOUND
pediatric check ups	C8704256_enty	NOT_FOUND
peripheral neuropathy myopathy hoarseness hearing loss syndrome	C1190394_dsyn	NOT_FOUND
periventricular heterotopia	C8273274_enty	NOT_FOUND
persistent cough	C4381423_medd	NOT_FOUND
