head,relation_new,tail,relation_raw
C0149978,Clinical_ManifestationPresentation,C0028860,expression present
C0149978,Clinical_ManifestationPresentation,C0265345,expression present
C0149978,Clinical_ManifestationPresentation,C0004779,expression present
C0149978,Clinical_ManifestationPresentation,C0022577,expression present
C0149978,Clinical_ManifestationPresentation,C0043346,expression present
C0149978,Clinical_ManifestationPresentation,C3266843,expression present
C0149978,Clinical_ManifestationPresentation,C0043388,expression present
C0149978,Clinical_ManifestationPresentation,C0043395,expression present
C0149978,Clinical_ManifestationPresentation,C0221348,expression present
C0149978,Clinical_ManifestationPresentation,C1857663,expression present
C0149978,Clinical_ManifestationPresentation,C0043459,expression present
C0149978,Clinical_ManifestationPresentation,C0027059,expression present
C0149978,Clinical_ManifestationPresentation,C0796160,expression present
C0149978,Clinical_ManifestationPresentation,C4708600,expression present
C0149978,Clinical_ManifestationPresentation,C0751882,expression present
C0149978,Clinical_ManifestationPresentation,C2676770,expression present
C0149978,Clinical_ManifestationPresentation,C4721555,expression present
C0149978,Clinical_ManifestationPresentation,C5442005,expression present
C0149978,Clinical_ManifestationPresentation,C0342907,expression present
C0149978,Clinical_ManifestationPresentation,C0432487,expression present
C0149978,Clinical_ManifestationPresentation,C4225396,expression present
C0149978,Clinical_ManifestationPresentation,C2909036,expression present
C0149978,Clinical_ManifestationPresentation,C0685838,expression present
C0149978,Clinical_ManifestationPresentation,C2936741,expression present
C3714509,Clinical_ManifestationPresentation,C2931422,expression present
C3714509,Clinical_ManifestationPresentation,C0265492,expression present
C3714509,Clinical_ManifestationPresentation,C0001627,expression present
C3714509,Clinical_ManifestationPresentation,C1302995,expression present
C3714509,Clinical_ManifestationPresentation,C0265292,expression present
C3714509,Clinical_ManifestationPresentation,C0282207,expression present
C3714509,Clinical_ManifestationPresentation,C0399378,expression present
C3714509,Clinical_ManifestationPresentation,C0950121,expression present
C3714509,Clinical_ManifestationPresentation,C0015773,expression present
C3714509,Clinical_ManifestationPresentation,C0016667,expression present
C3714509,Clinical_ManifestationPresentation,C0265233,expression present
C3714509,Clinical_ManifestationPresentation,C0009714,expression present
C3714509,Clinical_ManifestationPresentation,C1708350,expression present
C3714509,Clinical_ManifestationPresentation,C0020072,expression present
C3714509,Clinical_ManifestationPresentation,C0026705,expression present
C3714509,Clinical_ManifestationPresentation,C1833213,expression present
C3714509,Clinical_ManifestationPresentation,C0022541,expression present
C3714509,Clinical_ManifestationPresentation,C0037231,expression present
C3714509,Clinical_ManifestationPresentation,C0028860,expression present
C3714509,Clinical_ManifestationPresentation,C0265345,expression present
C3714509,Clinical_ManifestationPresentation,C0004779,expression present
C3714509,Clinical_ManifestationPresentation,C0022577,expression present
C3714509,Clinical_ManifestationPresentation,C0043346,expression present
C3714509,Clinical_ManifestationPresentation,C3266843,expression present
C3714509,Clinical_ManifestationPresentation,C0043388,expression present
C3714509,Clinical_ManifestationPresentation,C0043395,expression present
C3714509,Clinical_ManifestationPresentation,C0221348,expression present
C3714509,Clinical_ManifestationPresentation,C1857663,expression present
C3714509,Clinical_ManifestationPresentation,C0043459,expression present
C3714509,Clinical_ManifestationPresentation,C0027059,expression present
C3714509,Clinical_ManifestationPresentation,C0796160,expression present
C3714509,Clinical_ManifestationPresentation,C4708600,expression present
C3714509,Clinical_ManifestationPresentation,C0751882,expression present
C3714509,Clinical_ManifestationPresentation,C2676770,expression present
C3714509,Clinical_ManifestationPresentation,C4721555,expression present
C3714509,Clinical_ManifestationPresentation,C5442005,expression present
C3714509,Clinical_ManifestationPresentation,C0342907,expression present
C3714509,Clinical_ManifestationPresentation,C0432487,expression present
C3714509,Clinical_ManifestationPresentation,C4225396,expression present
C3714509,Clinical_ManifestationPresentation,C2909036,expression present
C3714509,Clinical_ManifestationPresentation,C0685838,expression present
C3714509,Clinical_ManifestationPresentation,C2936741,expression present
C0263313,Clinical_ManifestationPresentation,C0001627,expression present
C0263313,Clinical_ManifestationPresentation,C0282207,expression present
C0263313,Clinical_ManifestationPresentation,C0399378,expression present
C0263313,Clinical_ManifestationPresentation,C0043346,expression present
C0263313,Clinical_ManifestationPresentation,C3266843,expression present
C0263313,Clinical_ManifestationPresentation,C0043388,expression present
C0263313,Clinical_ManifestationPresentation,C0043395,expression present
C0263313,Clinical_ManifestationPresentation,C0221348,expression present
C0263313,Clinical_ManifestationPresentation,C0043459,expression present
C0263313,Clinical_ManifestationPresentation,C0027059,expression present
C0263313,Clinical_ManifestationPresentation,C0796160,expression present
C0263313,Clinical_ManifestationPresentation,C0751882,expression present
C0263313,Clinical_ManifestationPresentation,C5442005,expression present
C0263313,Clinical_ManifestationPresentation,C0432487,expression present
C0263313,Clinical_ManifestationPresentation,C4225396,expression present
C0263313,Clinical_ManifestationPresentation,C2909036,expression present
C0263313,Clinical_ManifestationPresentation,C2936741,expression present
C5848150,Clinical_ManifestationPresentation,C2931422,expression present
C5848150,Clinical_ManifestationPresentation,C0265492,expression present
C5848150,Clinical_ManifestationPresentation,C0001627,expression present
C5848150,Clinical_ManifestationPresentation,C1302995,expression present
C5848150,Clinical_ManifestationPresentation,C0265292,expression present
C5848150,Clinical_ManifestationPresentation,C0282207,expression present
C5848150,Clinical_ManifestationPresentation,C0399378,expression present
C5848150,Clinical_ManifestationPresentation,C0950121,expression present
C5848150,Clinical_ManifestationPresentation,C0016667,expression present
C5848150,Clinical_ManifestationPresentation,C0265233,expression present
C5848150,Clinical_ManifestationPresentation,C0009714,expression present
C5848150,Clinical_ManifestationPresentation,C1708350,expression present
C5848150,Clinical_ManifestationPresentation,C0020072,expression present
C5848150,Clinical_ManifestationPresentation,C0026705,expression present
C5848150,Clinical_ManifestationPresentation,C1833213,expression present
C5848150,Clinical_ManifestationPresentation,C0022541,expression present
C5848150,Clinical_ManifestationPresentation,C0037231,expression present
C5848150,Clinical_ManifestationPresentation,C0028860,expression present
C5848150,Clinical_ManifestationPresentation,C0265345,expression present
C5848150,Clinical_ManifestationPresentation,C0004779,expression present
C5848150,Clinical_ManifestationPresentation,C0022577,expression present
C5848150,Clinical_ManifestationPresentation,C0043346,expression present
C5848150,Clinical_ManifestationPresentation,C3266843,expression present
C5848150,Clinical_ManifestationPresentation,C0043388,expression present
C5848150,Clinical_ManifestationPresentation,C0043395,expression present
C5848150,Clinical_ManifestationPresentation,C0221348,expression present
C5848150,Clinical_ManifestationPresentation,C1857663,expression present
C5848150,Clinical_ManifestationPresentation,C0043459,expression present
C5848150,Clinical_ManifestationPresentation,C0027059,expression present
C5848150,Clinical_ManifestationPresentation,C0796160,expression present
C5848150,Clinical_ManifestationPresentation,C4708600,expression present
C5848150,Clinical_ManifestationPresentation,C0751882,expression present
C5848150,Clinical_ManifestationPresentation,C2676770,expression present
C5848150,Clinical_ManifestationPresentation,C4721555,expression present
C5848150,Clinical_ManifestationPresentation,C5442005,expression present
C5848150,Clinical_ManifestationPresentation,C0342907,expression present
C5848150,Clinical_ManifestationPresentation,C0432487,expression present
C5848150,Clinical_ManifestationPresentation,C4225396,expression present
C5848150,Clinical_ManifestationPresentation,C2909036,expression present
C5848150,Clinical_ManifestationPresentation,C0685838,expression present
C5848150,Clinical_ManifestationPresentation,C2936741,expression present
C0024759,Clinical_ManifestationPresentation,C2931422,expression present
C0024759,Clinical_ManifestationPresentation,C0265492,expression present
C0024759,Clinical_ManifestationPresentation,C0001627,expression present
C0024759,Clinical_ManifestationPresentation,C1302995,expression present
C0024759,Clinical_ManifestationPresentation,C0265292,expression present
C0024759,Clinical_ManifestationPresentation,C0399378,expression present
C0024759,Clinical_ManifestationPresentation,C0950121,expression present
C0024759,Clinical_ManifestationPresentation,C0265233,expression present
C0024759,Clinical_ManifestationPresentation,C0009714,expression present
C0024759,Clinical_ManifestationPresentation,C1708350,expression present
C0024759,Clinical_ManifestationPresentation,C0020072,expression present
C0024759,Clinical_ManifestationPresentation,C0026705,expression present
C0024759,Clinical_ManifestationPresentation,C1833213,expression present
C0024759,Clinical_ManifestationPresentation,C0022541,expression present
C0024759,Clinical_ManifestationPresentation,C0037231,expression present
C0024759,Clinical_ManifestationPresentation,C0028860,expression present
C0024759,Clinical_ManifestationPresentation,C0265345,expression present
C0024759,Clinical_ManifestationPresentation,C0004779,expression present
C0024759,Clinical_ManifestationPresentation,C0022577,expression present
C0024759,Clinical_ManifestationPresentation,C0043346,expression present
C0024759,Clinical_ManifestationPresentation,C3266843,expression present
C0024759,Clinical_ManifestationPresentation,C0043388,expression present
C0024759,Clinical_ManifestationPresentation,C0043395,expression present
C0024759,Clinical_ManifestationPresentation,C0221348,expression present
C0024759,Clinical_ManifestationPresentation,C1857663,expression present
C0024759,Clinical_ManifestationPresentation,C0043459,expression present
C0024759,Clinical_ManifestationPresentation,C0027059,expression present
C0024759,Clinical_ManifestationPresentation,C0796160,expression present
C0024759,Clinical_ManifestationPresentation,C4708600,expression present
C0024759,Clinical_ManifestationPresentation,C5442005,expression present
C0024759,Clinical_ManifestationPresentation,C0342907,expression present
C0024759,Clinical_ManifestationPresentation,C0432487,expression present
C0024759,Clinical_ManifestationPresentation,C4225396,expression present
C0024759,Clinical_ManifestationPresentation,C2909036,expression present
C0024759,Clinical_ManifestationPresentation,C0685838,expression present
C0024759,Clinical_ManifestationPresentation,C2936741,expression present
C0005741,Clinical_ManifestationPresentation,C0265492,expression present
C0005741,Clinical_ManifestationPresentation,C0001627,expression present
C0005741,Clinical_ManifestationPresentation,C1302995,expression present
C0005741,Clinical_ManifestationPresentation,C0265292,expression present
C0005741,Clinical_ManifestationPresentation,C0282207,expression present
C0005741,Clinical_ManifestationPresentation,C0399378,expression present
C0005741,Clinical_ManifestationPresentation,C0950121,expression present
C0005741,Clinical_ManifestationPresentation,C0015773,expression present
C0005741,Clinical_ManifestationPresentation,C0016667,expression present
C0005741,Clinical_ManifestationPresentation,C0265233,expression present
C0005741,Clinical_ManifestationPresentation,C0009714,expression present
C0005741,Clinical_ManifestationPresentation,C1708350,expression present
C0005741,Clinical_ManifestationPresentation,C0026705,expression present
C0005741,Clinical_ManifestationPresentation,C1833213,expression present
C0005741,Clinical_ManifestationPresentation,C0022541,expression present
C0005741,Clinical_ManifestationPresentation,C0265345,expression present
C0005741,Clinical_ManifestationPresentation,C0022577,expression present
C0005741,Clinical_ManifestationPresentation,C0043346,expression present
C0005741,Clinical_ManifestationPresentation,C3266843,expression present
C0005741,Clinical_ManifestationPresentation,C0043459,expression present
C0005741,Clinical_ManifestationPresentation,C0796160,expression present
C0005741,Clinical_ManifestationPresentation,C4708600,expression present
C0005741,Clinical_ManifestationPresentation,C0751882,expression present
C0005741,Clinical_ManifestationPresentation,C5442005,expression present
C0005741,Clinical_ManifestationPresentation,C0342907,expression present
C0005741,Clinical_ManifestationPresentation,C0432487,expression present
C0005741,Clinical_ManifestationPresentation,C4225396,expression present
C0005741,Clinical_ManifestationPresentation,C2909036,expression present
C0005741,Clinical_ManifestationPresentation,C0685838,expression present
C0005741,Clinical_ManifestationPresentation,C2936741,expression present
C0522631,Clinical_ManifestationPresentation,C0265233,expression present
C0522631,Clinical_ManifestationPresentation,C0009714,expression present
C0522631,Clinical_ManifestationPresentation,C1708350,expression present
C0522631,Clinical_ManifestationPresentation,C1833213,expression present
C0522631,Clinical_ManifestationPresentation,C0265345,expression present
C0009375,Clinical_ManifestationPresentation,C2931422,expression present
C0009375,Clinical_ManifestationPresentation,C0265492,expression present
C0009375,Clinical_ManifestationPresentation,C0001627,expression present
C0009375,Clinical_ManifestationPresentation,C1302995,expression present
C0009375,Clinical_ManifestationPresentation,C0399378,expression present
C0009375,Clinical_ManifestationPresentation,C0950121,expression present
C0009375,Clinical_ManifestationPresentation,C0016667,expression present
C0009375,Clinical_ManifestationPresentation,C0265233,expression present
C0009375,Clinical_ManifestationPresentation,C0009714,expression present
C0009375,Clinical_ManifestationPresentation,C0026705,expression present
C0009375,Clinical_ManifestationPresentation,C1833213,expression present
C0009375,Clinical_ManifestationPresentation,C0265345,expression present
C0009375,Clinical_ManifestationPresentation,C0022577,expression present
C0009375,Clinical_ManifestationPresentation,C0043346,expression present
C0009375,Clinical_ManifestationPresentation,C3266843,expression present
C0009375,Clinical_ManifestationPresentation,C0796160,expression present
C0009375,Clinical_ManifestationPresentation,C4708600,expression present
C0009375,Clinical_ManifestationPresentation,C0751882,expression present
C0009375,Clinical_ManifestationPresentation,C0342907,expression present
C0009375,Clinical_ManifestationPresentation,C0432487,expression present
C0153511,Clinical_ManifestationPresentation,C0399378,expression present
C0153511,Clinical_ManifestationPresentation,C0022577,expression present
C0153511,Clinical_ManifestationPresentation,C5442005,expression present
C0153511,Clinical_ManifestationPresentation,C0685838,expression present
C0026847,Clinical_ManifestationPresentation,C0265492,expression present
C0026847,Clinical_ManifestationPresentation,C0001627,expression present
C0026847,Clinical_ManifestationPresentation,C0265292,expression present
C0026847,Clinical_ManifestationPresentation,C0399378,expression present
C0026847,Clinical_ManifestationPresentation,C0950121,expression present
C0026847,Clinical_ManifestationPresentation,C0009714,expression present
C0026847,Clinical_ManifestationPresentation,C0026705,expression present
C0026847,Clinical_ManifestationPresentation,C1833213,expression present
C0026847,Clinical_ManifestationPresentation,C0022541,expression present
C0026847,Clinical_ManifestationPresentation,C0265345,expression present
C0026847,Clinical_ManifestationPresentation,C0004779,expression present
C0026847,Clinical_ManifestationPresentation,C0043346,expression present
C0026847,Clinical_ManifestationPresentation,C3266843,expression present
C0026847,Clinical_ManifestationPresentation,C4225396,expression present
C1851900,Clinical_ManifestationPresentation,C2931422,expression present
C1851900,Clinical_ManifestationPresentation,C0265492,expression present
C1851900,Clinical_ManifestationPresentation,C0001627,expression present
C1851900,Clinical_ManifestationPresentation,C1302995,expression present
C1851900,Clinical_ManifestationPresentation,C0265292,expression present
C1851900,Clinical_ManifestationPresentation,C0399378,expression present
C1851900,Clinical_ManifestationPresentation,C0950121,expression present
C1851900,Clinical_ManifestationPresentation,C0265233,expression present
C1851900,Clinical_ManifestationPresentation,C0009714,expression present
C1851900,Clinical_ManifestationPresentation,C0020072,expression present
C1851900,Clinical_ManifestationPresentation,C0026705,expression present
C1851900,Clinical_ManifestationPresentation,C1833213,expression present
C1851900,Clinical_ManifestationPresentation,C0265345,expression present
C1851900,Clinical_ManifestationPresentation,C0004779,expression present
C1851900,Clinical_ManifestationPresentation,C0022577,expression present
C1851900,Clinical_ManifestationPresentation,C0043346,expression present
C1851900,Clinical_ManifestationPresentation,C3266843,expression present
C1851900,Clinical_ManifestationPresentation,C0043388,expression present
C1851900,Clinical_ManifestationPresentation,C0043395,expression present
C1851900,Clinical_ManifestationPresentation,C0221348,expression present
C1851900,Clinical_ManifestationPresentation,C1857663,expression present
C1851900,Clinical_ManifestationPresentation,C0043459,expression present
C1851900,Clinical_ManifestationPresentation,C0027059,expression present
C1851900,Clinical_ManifestationPresentation,C0796160,expression present
C1851900,Clinical_ManifestationPresentation,C4708600,expression present
C1851900,Clinical_ManifestationPresentation,C5442005,expression present
C1851900,Clinical_ManifestationPresentation,C0342907,expression present
C1851900,Clinical_ManifestationPresentation,C0432487,expression present
C1851900,Clinical_ManifestationPresentation,C4225396,expression present
C1851900,Clinical_ManifestationPresentation,C2909036,expression present
C1851900,Clinical_ManifestationPresentation,C2936741,expression present
C4083008,Clinical_ManifestationPresentation,C2931422,expression present
C4083008,Clinical_ManifestationPresentation,C0265492,expression present
C4083008,Clinical_ManifestationPresentation,C0001627,expression present
C4083008,Clinical_ManifestationPresentation,C1302995,expression present
C4083008,Clinical_ManifestationPresentation,C0265292,expression present
C4083008,Clinical_ManifestationPresentation,C0282207,expression present
C4083008,Clinical_ManifestationPresentation,C0399378,expression present
C4083008,Clinical_ManifestationPresentation,C0950121,expression present
C4083008,Clinical_ManifestationPresentation,C0015773,expression present
C4083008,Clinical_ManifestationPresentation,C0016667,expression present
C4083008,Clinical_ManifestationPresentation,C0265233,expression present
C4083008,Clinical_ManifestationPresentation,C0009714,expression present
C4083008,Clinical_ManifestationPresentation,C1708350,expression present
C4083008,Clinical_ManifestationPresentation,C0020072,expression present
C4083008,Clinical_ManifestationPresentation,C0026705,expression present
C4083008,Clinical_ManifestationPresentation,C1833213,expression present
C4083008,Clinical_ManifestationPresentation,C0022541,expression present
C4083008,Clinical_ManifestationPresentation,C0037231,expression present
C4083008,Clinical_ManifestationPresentation,C0028860,expression present
C4083008,Clinical_ManifestationPresentation,C0265345,expression present
C4083008,Clinical_ManifestationPresentation,C0004779,expression present
C4083008,Clinical_ManifestationPresentation,C0022577,expression present
C4083008,Clinical_ManifestationPresentation,C0043346,expression present
C4083008,Clinical_ManifestationPresentation,C3266843,expression present
C4083008,Clinical_ManifestationPresentation,C0043388,expression present
C4083008,Clinical_ManifestationPresentation,C0043395,expression present
C4083008,Clinical_ManifestationPresentation,C0221348,expression present
C4083008,Clinical_ManifestationPresentation,C1857663,expression present
C4083008,Clinical_ManifestationPresentation,C0043459,expression present
C4083008,Clinical_ManifestationPresentation,C0027059,expression present
C4083008,Clinical_ManifestationPresentation,C0796160,expression present
C4083008,Clinical_ManifestationPresentation,C4708600,expression present
C4083008,Clinical_ManifestationPresentation,C0751882,expression present
C4083008,Clinical_ManifestationPresentation,C2676770,expression present
C4083008,Clinical_ManifestationPresentation,C5442005,expression present
C4083008,Clinical_ManifestationPresentation,C0342907,expression present
C4083008,Clinical_ManifestationPresentation,C0432487,expression present
C4083008,Clinical_ManifestationPresentation,C4225396,expression present
C4083008,Clinical_ManifestationPresentation,C2909036,expression present
C4083008,Clinical_ManifestationPresentation,C0685838,expression present
C4083008,Clinical_ManifestationPresentation,C2936741,expression present
C0042109,Clinical_ManifestationPresentation,C2931422,expression present
C0042109,Clinical_ManifestationPresentation,C0265492,expression present
C0042109,Clinical_ManifestationPresentation,C0001627,expression present
C0042109,Clinical_ManifestationPresentation,C1302995,expression present
C0042109,Clinical_ManifestationPresentation,C0265292,expression present
C0042109,Clinical_ManifestationPresentation,C0282207,expression present
C0042109,Clinical_ManifestationPresentation,C0399378,expression present
C0042109,Clinical_ManifestationPresentation,C0950121,expression present
C0042109,Clinical_ManifestationPresentation,C0015773,expression present
C0042109,Clinical_ManifestationPresentation,C0016667,expression present
C0042109,Clinical_ManifestationPresentation,C0265233,expression present
C0042109,Clinical_ManifestationPresentation,C0009714,expression present
C0042109,Clinical_ManifestationPresentation,C1708350,expression present
C0042109,Clinical_ManifestationPresentation,C0020072,expression present
C0042109,Clinical_ManifestationPresentation,C0026705,expression present
C0042109,Clinical_ManifestationPresentation,C1833213,expression present
C0042109,Clinical_ManifestationPresentation,C0022541,expression present
C0042109,Clinical_ManifestationPresentation,C0037231,expression present
C0042109,Clinical_ManifestationPresentation,C0028860,expression present
C0042109,Clinical_ManifestationPresentation,C0265345,expression present
C0042109,Clinical_ManifestationPresentation,C0004779,expression present
C0042109,Clinical_ManifestationPresentation,C0022577,expression present
C0042109,Clinical_ManifestationPresentation,C0043346,expression present
C0042109,Clinical_ManifestationPresentation,C3266843,expression present
C0042109,Clinical_ManifestationPresentation,C0043388,expression present
C0042109,Clinical_ManifestationPresentation,C0043395,expression present
C0042109,Clinical_ManifestationPresentation,C0221348,expression present
C0042109,Clinical_ManifestationPresentation,C1857663,expression present
C0042109,Clinical_ManifestationPresentation,C0043459,expression present
C0042109,Clinical_ManifestationPresentation,C0027059,expression present
C0042109,Clinical_ManifestationPresentation,C0796160,expression present
C0042109,Clinical_ManifestationPresentation,C4708600,expression present
C0042109,Clinical_ManifestationPresentation,C0751882,expression present
C0042109,Clinical_ManifestationPresentation,C2676770,expression present
C0042109,Clinical_ManifestationPresentation,C5442005,expression present
C0042109,Clinical_ManifestationPresentation,C0342907,expression present
C0042109,Clinical_ManifestationPresentation,C0432487,expression present
C0042109,Clinical_ManifestationPresentation,C4225396,expression present
C0042109,Clinical_ManifestationPresentation,C2909036,expression present
C0042109,Clinical_ManifestationPresentation,C0685838,expression present
C0042109,Clinical_ManifestationPresentation,C2936741,expression present
C0267792,Clinical_ManifestationPresentation,C2931422,expression present
C0267792,Clinical_ManifestationPresentation,C0265492,expression present
C0267792,Clinical_ManifestationPresentation,C0001627,expression present
C0267792,Clinical_ManifestationPresentation,C1302995,expression present
C0267792,Clinical_ManifestationPresentation,C0265292,expression present
C0267792,Clinical_ManifestationPresentation,C0282207,expression present
C0267792,Clinical_ManifestationPresentation,C0399378,expression present
C0267792,Clinical_ManifestationPresentation,C0950121,expression present
C0267792,Clinical_ManifestationPresentation,C0015773,expression present
C0267792,Clinical_ManifestationPresentation,C0016667,expression present
C0267792,Clinical_ManifestationPresentation,C0265233,expression present
C0267792,Clinical_ManifestationPresentation,C0009714,expression present
C0267792,Clinical_ManifestationPresentation,C1708350,expression present
C0267792,Clinical_ManifestationPresentation,C0020072,expression present
C0267792,Clinical_ManifestationPresentation,C0026705,expression present
C0267792,Clinical_ManifestationPresentation,C1833213,expression present
C0267792,Clinical_ManifestationPresentation,C0022541,expression present
C0267792,Clinical_ManifestationPresentation,C0037231,expression present
C0267792,Clinical_ManifestationPresentation,C0028860,expression present
C0267792,Clinical_ManifestationPresentation,C0265345,expression present
C0267792,Clinical_ManifestationPresentation,C0004779,expression present
C0267792,Clinical_ManifestationPresentation,C0022577,expression present
C0267792,Clinical_ManifestationPresentation,C0043346,expression present
C0267792,Clinical_ManifestationPresentation,C3266843,expression present
C0267792,Clinical_ManifestationPresentation,C0043388,expression present
C0267792,Clinical_ManifestationPresentation,C0043395,expression present
C0267792,Clinical_ManifestationPresentation,C0221348,expression present
C0267792,Clinical_ManifestationPresentation,C1857663,expression present
C0267792,Clinical_ManifestationPresentation,C0043459,expression present
C0267792,Clinical_ManifestationPresentation,C0027059,expression present
C0267792,Clinical_ManifestationPresentation,C0796160,expression present
C0267792,Clinical_ManifestationPresentation,C4708600,expression present
C0267792,Clinical_ManifestationPresentation,C0751882,expression present
C0267792,Clinical_ManifestationPresentation,C2676770,expression present
C0267792,Clinical_ManifestationPresentation,C4721555,expression present
C0267792,Clinical_ManifestationPresentation,C5442005,expression present
C0267792,Clinical_ManifestationPresentation,C0342907,expression present
C0267792,Clinical_ManifestationPresentation,C0432487,expression present
C0267792,Clinical_ManifestationPresentation,C4225396,expression present
C0267792,Clinical_ManifestationPresentation,C2909036,expression present
C0267792,Clinical_ManifestationPresentation,C0685838,expression present
C0267792,Clinical_ManifestationPresentation,C2936741,expression present
C0392525,Clinical_ManifestationPresentation,C0009714,expression present
C0392525,Clinical_ManifestationPresentation,C1833213,expression present
C0030636,Clinical_ManifestationPresentation,C2931422,expression present
C0030636,Clinical_ManifestationPresentation,C0265492,expression present
C0030636,Clinical_ManifestationPresentation,C0001627,expression present
C0030636,Clinical_ManifestationPresentation,C0265292,expression present
C0030636,Clinical_ManifestationPresentation,C0399378,expression present
C0030636,Clinical_ManifestationPresentation,C0950121,expression present
C0030636,Clinical_ManifestationPresentation,C0015773,expression present
C0030636,Clinical_ManifestationPresentation,C0016667,expression present
C0030636,Clinical_ManifestationPresentation,C0265233,expression present
C0030636,Clinical_ManifestationPresentation,C0009714,expression present
C0030636,Clinical_ManifestationPresentation,C0020072,expression present
C0030636,Clinical_ManifestationPresentation,C0026705,expression present
C0030636,Clinical_ManifestationPresentation,C1833213,expression present
C0030636,Clinical_ManifestationPresentation,C0037231,expression present
C0030636,Clinical_ManifestationPresentation,C0028860,expression present
C0030636,Clinical_ManifestationPresentation,C0265345,expression present
C0030636,Clinical_ManifestationPresentation,C0004779,expression present
C0030636,Clinical_ManifestationPresentation,C0022577,expression present
C0030636,Clinical_ManifestationPresentation,C0043346,expression present
C0030636,Clinical_ManifestationPresentation,C0221348,expression present
C0030636,Clinical_ManifestationPresentation,C0796160,expression present
C0030636,Clinical_ManifestationPresentation,C4708600,expression present
C0030636,Clinical_ManifestationPresentation,C0342907,expression present
C0030636,Clinical_ManifestationPresentation,C0432487,expression present
C0030636,Clinical_ManifestationPresentation,C4225396,expression present
C0030636,Clinical_ManifestationPresentation,C2936741,expression present
C3276314,Clinical_ManifestationPresentation,C2931422,expression present
C3276314,Clinical_ManifestationPresentation,C0265492,expression present
C3276314,Clinical_ManifestationPresentation,C0001627,expression present
C3276314,Clinical_ManifestationPresentation,C1302995,expression present
C3276314,Clinical_ManifestationPresentation,C0265292,expression present
C3276314,Clinical_ManifestationPresentation,C0282207,expression present
C3276314,Clinical_ManifestationPresentation,C0399378,expression present
C3276314,Clinical_ManifestationPresentation,C0950121,expression present
C3276314,Clinical_ManifestationPresentation,C0015773,expression present
C3276314,Clinical_ManifestationPresentation,C0016667,expression present
C3276314,Clinical_ManifestationPresentation,C0265233,expression present
C3276314,Clinical_ManifestationPresentation,C0009714,expression present
C3276314,Clinical_ManifestationPresentation,C1708350,expression present
C3276314,Clinical_ManifestationPresentation,C0020072,expression present
C3276314,Clinical_ManifestationPresentation,C0026705,expression present
C3276314,Clinical_ManifestationPresentation,C1833213,expression present
C3276314,Clinical_ManifestationPresentation,C0022541,expression present
C3276314,Clinical_ManifestationPresentation,C0037231,expression present
C3276314,Clinical_ManifestationPresentation,C0028860,expression present
C3276314,Clinical_ManifestationPresentation,C0265345,expression present
C3276314,Clinical_ManifestationPresentation,C0004779,expression present
C3276314,Clinical_ManifestationPresentation,C0022577,expression present
C3276314,Clinical_ManifestationPresentation,C0043346,expression present
C3276314,Clinical_ManifestationPresentation,C3266843,expression present
C3276314,Clinical_ManifestationPresentation,C0043388,expression present
C3276314,Clinical_ManifestationPresentation,C0043395,expression present
C3276314,Clinical_ManifestationPresentation,C0221348,expression present
C3276314,Clinical_ManifestationPresentation,C1857663,expression present
C3276314,Clinical_ManifestationPresentation,C0043459,expression present
C3276314,Clinical_ManifestationPresentation,C0027059,expression present
C3276314,Clinical_ManifestationPresentation,C0796160,expression present
C3276314,Clinical_ManifestationPresentation,C4708600,expression present
C3276314,Clinical_ManifestationPresentation,C0751882,expression present
C3276314,Clinical_ManifestationPresentation,C2676770,expression present
C3276314,Clinical_ManifestationPresentation,C4721555,expression present
C3276314,Clinical_ManifestationPresentation,C5442005,expression present
C3276314,Clinical_ManifestationPresentation,C0342907,expression present
C3276314,Clinical_ManifestationPresentation,C0432487,expression present
C3276314,Clinical_ManifestationPresentation,C4225396,expression present
C3276314,Clinical_ManifestationPresentation,C2909036,expression present
C3276314,Clinical_ManifestationPresentation,C0685838,expression present
C3276314,Clinical_ManifestationPresentation,C2936741,expression present
C0020097,Clinical_ManifestationPresentation,C2931422,expression present
C0020097,Clinical_ManifestationPresentation,C0265492,expression present
C0020097,Clinical_ManifestationPresentation,C0001627,expression present
C0020097,Clinical_ManifestationPresentation,C1302995,expression present
C0020097,Clinical_ManifestationPresentation,C0265292,expression present
C0020097,Clinical_ManifestationPresentation,C0282207,expression present
C0020097,Clinical_ManifestationPresentation,C0399378,expression present
C0020097,Clinical_ManifestationPresentation,C0950121,expression present
C0020097,Clinical_ManifestationPresentation,C0015773,expression present
C0020097,Clinical_ManifestationPresentation,C0016667,expression present
C0020097,Clinical_ManifestationPresentation,C0265233,expression present
C0020097,Clinical_ManifestationPresentation,C0009714,expression present
C0020097,Clinical_ManifestationPresentation,C1708350,expression present
C0020097,Clinical_ManifestationPresentation,C0020072,expression present
C0020097,Clinical_ManifestationPresentation,C0026705,expression present
C0020097,Clinical_ManifestationPresentation,C1833213,expression present
C0020097,Clinical_ManifestationPresentation,C0022541,expression present
C0020097,Clinical_ManifestationPresentation,C0037231,expression present
C0020097,Clinical_ManifestationPresentation,C0028860,expression present
C0020097,Clinical_ManifestationPresentation,C0265345,expression present
C0020097,Clinical_ManifestationPresentation,C0004779,expression present
C0020097,Clinical_ManifestationPresentation,C0022577,expression present
C0020097,Clinical_ManifestationPresentation,C0043346,expression present
C0020097,Clinical_ManifestationPresentation,C3266843,expression present
